RowId,DwgId,DwgHandleLow,DwgHandleHigh,DwgSubIndex,RowClassName,PnPID
8341,3402,192411,0,0,Annotation,8342
8343,3402,192418,0,0,Annotation,8344
8406,3402,192565,0,0,FlowArrow,8407
8408,3402,192573,0,0,ConcentricReducer,8409
8410,3402,192566,0,0,Annotation,8411
8414,3402,192575,0,0,Annotation,8415
8416,3402,192585,0,0,Annotation,8417
8418,3402,192592,0,0,Annotation,8419
8420,3402,192602,0,0,Annotation,8421
8422,3402,192609,0,0,Annotation,8423
8424,3402,192616,0,0,Annotation,8425
8430,3402,192720,0,0,CheckValve,8431
8437,3402,192772,0,0,Annotation,8438
8439,3402,192792,0,0,CheckValve,8440
8441,3402,192782,0,0,Annotation,8442
8445,3402,192841,0,0,ConcentricReducer,8446
8447,3402,192834,0,0,Annotation,8448
8451,3402,192843,0,0,Primary,8452
8453,3402,192844,0,0,Annotation,8454
8455,3402,192854,0,0,Annotation,8456
8457,3402,192864,0,0,Annotation,8458
8459,3402,192871,0,0,ConcentricReducer,8460
8461,3402,192872,0,0,Primary,8462
8463,3402,192873,0,0,Annotation,8464
8465,3402,192883,0,0,Annotation,8466
8467,3402,192893,0,0,Annotation,8468
8469,3402,192900,0,0,ConcentricReducer,8470
8473,3402,192902,0,0,FieldMountedDCS,8474
8477,3402,192984,0,0,Annotation,8478
8479,3402,192991,0,0,CentrifugalPump,8480
8484,3402,193035,0,0,Annotation,8485
8486,3402,193042,0,0,ElectricMotor,8487
8489,3402,193058,0,0,FIELDDCS3,8490
8491,3402,193112,0,0,FIELDCS2,8492
8493,3402,193126,0,0,FieldMountedDCS,8494
8495,3402,193140,0,0,Annotation,8496
8497,3402,193147,0,0,ConcentricReducer,8498
8499,3402,193148,0,0,Primary,8501
8502,3402,193149,0,0,Annotation,8503
8504,3402,193159,0,0,FIELDCS2,8505
8511,3402,193181,0,0,Annotation,8512
8513,3402,193188,0,0,ConcentricReducer,8514
8515,3402,193189,0,0,Primary,8516
8517,3402,193190,0,0,Annotation,8518
8519,3402,193238,0,0,CheckValve,8520
8521,3402,193228,0,0,Annotation,8522
8529,3402,193251,0,0,Annotation,8530
8531,3402,193261,0,0,Annotation,8532
8539,3402,193280,0,0,Annotation,8540
8542,3402,193314,0,0,Annotation,8543
8545,3402,193356,0,0,FIELDCS2,8546
8547,3402,193403,0,0,Annotation,8548
8549,3402,193410,0,0,ConcentricReducer,8550
8551,3402,193411,0,0,Primary,8552
8553,3402,193412,0,0,Annotation,8554
8555,3402,193419,0,0,ConcentricReducer,8556
8563,3402,193472,0,0,Annotation,8564
8565,3402,193522,0,0,Annotation,8566
8567,3402,193532,0,0,Annotation,8568
8569,3402,193539,0,0,ConcentricReducer,8570
8571,3402,193540,0,0,Primary,8572
8573,3402,193541,0,0,FIELDDCS3,8574
8575,3402,193555,0,0,FIELDCS2,8576
8577,3402,193569,0,0,FIELDCS2,8578
8579,3402,193624,0,0,FieldMountedDCS,8580
8581,3402,193638,0,0,Primary,8582
8584,3402,193639,0,0,FieldMountedDCS,8585
8586,3402,193653,0,0,FieldMountedDCS,8587
8588,3402,193667,0,0,Primary,8589
8593,3402,193807,0,0,Annotation,8594
8598,3402,193846,0,0,Primary,8599
8605,3402,193861,0,0,ConcentricReducer,8606
8607,3402,193854,0,0,Annotation,8608
8609,3402,193862,0,0,Primary,8610
8611,3402,193863,0,0,Annotation,8612
8614,3402,193901,0,0,Annotation,8615
8616,3402,193908,0,0,ConcentricReducer,8617
8618,3402,193909,0,0,Primary,8619
8620,3402,193910,0,0,FieldMountedDCS,8621
8622,3402,193924,0,0,Annotation,8623
8651,3402,193987,0,0,FieldMountedDCS,8652
8653,3402,194001,0,0,Primary,8654
8655,3402,194002,0,0,Primary,8656
8659,3402,194006,0,0,Electrical,8660
8662,3402,194051,0,0,Primary,8663
8669,3402,194095,0,0,FieldMountedDCS,8670
8671,3402,194109,0,0,Primary,8672
8676,3402,194138,0,0,OffPageConnector,8677
8680,3402,194174,0,0,Annotation,8681
8683,3402,194191,0,0,ConcentricReducer,8684
8685,3402,194184,0,0,Annotation,8686
8687,3402,194192,0,0,Primary,8688
8689,3402,194193,0,0,Annotation,8690
8692,3402,194203,0,0,Annotation,8693
8695,3402,194213,0,0,Annotation,8696
8698,3402,194224,0,0,Annotation,8699
8702,3402,194234,0,0,FIELDCS2,8703
8704,3402,194248,0,0,Annotation,8705
8715,3402,194309,0,0,ConcentricReducer,8716
8717,3402,194302,0,0,Annotation,8718
8719,3402,194310,0,0,Primary,8720
8721,3402,194311,0,0,Primary,8722
8723,3402,194312,0,0,Primary,8724
8725,3402,194313,0,0,Primary,8726
8730,3402,194315,0,0,Primary,8731
8737,3402,194321,0,0,FIELDCS2,8738
8739,3402,194335,0,0,Annotation,8740
8741,3402,194342,0,0,ConcentricReducer,8742
8743,3402,194343,0,0,Primary,8744
8745,3402,194387,0,0,Annotation,8746
8747,3402,194394,0,0,ConcentricReducer,8748
8749,3402,194395,0,0,Primary,8750
8753,3402,194397,0,0,Annotation,8754
8755,3402,194404,0,0,ConcentricReducer,8756
8757,3402,194405,0,0,Primary,8758
8759,3402,194406,0,0,Primary,8760
8762,3402,194407,0,0,FIELDCS2,8763
8764,3402,194421,0,0,FIELDDCS3,8765
8766,3402,194435,0,0,Primary,8767
8769,3402,194436,0,0,FIELDCS2,8770
8773,3402,194478,0,0,Annotation,8774
8775,3402,194485,0,0,ElectricMotor,8776
8778,3402,194506,0,0,CentrifugalPump,8779
8780,3402,194507,0,0,Annotation,8781
8783,3402,194577,0,0,FIELDDCS3,8784
8785,3402,194591,0,0,FIELDCS2,8786
8789,3402,194673,0,0,Annotation,8790
8791,3402,194680,0,0,ElectricMotor,8792
8794,3402,194709,0,0,CentrifugalPump,8795
8796,3402,194702,0,0,Annotation,8797
8798,3402,194710,0,0,Primary,8799
8803,3402,194720,0,0,Annotation,8804
8805,3402,194727,0,0,ConcentricReducer,8806
8809,3402,194729,0,0,Annotation,8810
8815,3402,194740,0,0,Annotation,8816
8818,3402,194750,0,0,Annotation,8819
8821,3402,194760,0,0,Annotation,8822
8834,3402,194788,0,0,Annotation,8835
8836,3402,194795,0,0,ConcentricReducer,8837
8838,3402,194796,0,0,Primary,8839
8840,3402,194838,0,0,Annotation,8841
8843,3402,194848,0,0,Annotation,8844
8845,3402,194898,0,0,Annotation,8846
8847,3402,194908,0,0,Annotation,8848
8849,3402,194918,0,0,Primary,8850
8851,3402,194919,0,0,Primary,8852
8858,3402,194921,0,0,Primary,8859
8860,3402,194922,0,0,Primary,8861
8862,3402,194923,0,0,Primary,8863
8867,3402,194924,0,0,FIELDCS2,8868
8869,3402,194980,0,0,FieldMountedDCS,8870
8871,3402,195027,0,0,Primary,8872
8874,3402,195028,0,0,FieldMountedDCS,8875
8878,3402,195043,0,0,Annotation,8879
8880,3402,195050,0,0,ConcentricReducer,8881
8882,3402,195051,0,0,Primary,8883
8884,3402,195053,0,0,Primary,8885
8887,3402,195054,0,0,Annotation,8888
8890,3402,195097,0,0,FieldMountedDCS,8891
8892,3402,195111,0,0,Annotation,8893
8894,3402,195118,0,0,ConcentricReducer,8895
8896,3402,195121,0,0,Primary,8897
8902,3402,195123,0,0,Primary,8903
8904,3402,195124,0,0,FieldMountedDCS,8905
8906,3402,195138,0,0,Primary,8907
8909,3402,195139,0,0,FieldMountedDCS,8910
8911,3402,195153,0,0,FIELDCS2,8912
8913,3402,195242,0,0,Software,8914
