PnPID,ClassName,Description,Manufacturer,ModelNumber,Supplier,Comment,FlagValue,AcquisitionProperties,Status,ParamOnLine
3404,Vessel,VESSEL,,,,,0,#Status,New,
3406,Vessel,VESSEL,,,,,0,#Status,New,
3408,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3414,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3418,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3426,Vessel,VESSEL,,,,,0,#Status,New,
3428,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3438,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3440,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3442,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3446,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3448,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3456,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3460,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3466,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3472,Vessel,VESSEL,,,,,0,#Status,New,
3474,Vessel,VESSEL,,,,,0,#Status,New,
3478,Vessel,VESSEL,,,,,0,#Status,New,
3482,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3488,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3492,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3494,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3501,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3505,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3507,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3513,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3517,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3519,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3525,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3527,Flexible Hose,FLEXIBLE HOSE,,,,,0,,New,
3531,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
3533,Flexible Hose,FLEXIBLE HOSE,,,,,0,,New,
3583,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3593,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3608,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3610,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3612,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3616,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3620,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3622,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3624,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3626,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3628,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3630,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3632,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3634,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3636,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3638,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3640,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3642,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3644,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3646,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3648,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3650,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3652,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3660,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3672,Flexible Hose,FLEXIBLE HOSE,,,,,0,,,
3674,Flexible Hose,FLEXIBLE HOSE,,,,,0,,,
3676,Gate Valve,GATE VALVE,,,,,0,,New,0.02781
3690,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3698,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3713,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3717,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3719,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3725,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3735,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3737,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3743,Gate Valve,GATE VALVE,,,,,0,,New,0.02781
3745,Gate Valve,GATE VALVE,,,,,0,"Spec,Size",,0.02781
3747,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3751,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3771,Plug,PLUG,,,,,0,,New,
3779,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3785,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3799,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3808,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3818,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3848,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3850,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3854,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3856,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3858,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3860,Plug,PLUG,,,,,0,,,
3870,Flexible Hose,FLEXIBLE HOSE,,,,,0,,,
3880,Flexible Hose,FLEXIBLE HOSE,,,,,0,,,
3884,Flexible Hose,FLEXIBLE HOSE,,,,,0,,New,
3890,Vessel,VESSEL,,,,,0,#Status,New,
3953,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3957,Gate Valve,GATE VALVE,,,,,0,Size,New,3.208136
3959,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3961,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3965,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3967,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3969,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3971,Gate Valve,GATE VALVE,,,,,0,,New,0.02781
3973,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3975,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3979,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
3981,Gate Valve,GATE VALVE,,,,,0,Size,New,3.523306
3987,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3993,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
3997,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
3999,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4002,Gate Valve,GATE VALVE,,,,,0,Size,,0.231565
4008,Gate Valve,GATE VALVE,,,,,0,Size,,0.231565
4010,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4038,Gate Valve,GATE VALVE,,,,,0,Size,New,0.859769
4040,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4042,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4044,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
4046,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
4054,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4056,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4058,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4060,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4062,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4064,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
4066,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4068,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4070,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4072,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4074,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4076,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4078,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4080,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
4082,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4084,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
4086,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4088,Plug,PLUG,,,,,0,"#Status,#Size,#Spec",,
4092,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
4094,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4109,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4115,Vessel,VESSEL,,,,,0,#Status,New,
4117,Vessel,VESSEL,,,,,0,#Status,New,
4157,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4159,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4161,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4163,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4165,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4169,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4171,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4179,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4197,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4199,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4208,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4212,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4214,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4216,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4236,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4238,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4242,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4244,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4246,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4250,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4252,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4258,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4262,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4264,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,NEW,
4268,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4280,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4282,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4284,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4288,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4290,Vessel,VESSEL,,,,,0,#Status,New,
4292,Vessel,VESSEL,,,,,0,#Status,New,
4301,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4305,Gate Valve,GATE VALVE,,,,,0,,New,0.0
4309,Check Valve,CHECK VALVE,,,,,0,Size,New,2.882645
4311,Gate Valve,GATE VALVE,,,,,0,,New,3.233247
4327,Gate Valve,GATE VALVE,,,,,0,,New,0.02781
4329,Gate Valve,GATE VALVE,,,,,0,,,0.02781
4331,Weir,WEIR,,,,,0,"#Status,#Size",,
4347,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4458,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4460,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4462,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4464,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4466,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4468,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4486,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4488,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4494,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4496,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4498,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4501,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4503,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4505,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4509,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4511,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
4515,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6050,Gate Valve,GATE VALVE,,,,,1,,New,0.069201
6066,Gate Valve,GATE VALVE,,,,,1,Size,New,1.960691
6221,Gate Valve,GATE VALVE,,,,,1,,New,0.180148
6249,Gate Valve,GATE VALVE,,,,,1,,New,1.551893
6308,Gate Valve,GATE VALVE,,,,,1,Size,New,0.110143
6546,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6548,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6552,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6554,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6564,Flange,FLANGE,,,,,0,Size,New,
6566,Flange,FLANGE,,,,,0,Size,New,
6568,Flange,FLANGE,,,,,0,"#Status,#Spec,Size",,
6570,Flange,FLANGE,,,,,0,Size,New,
6610,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6621,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6626,Gate Valve,GATE VALVE,,,,,0,,,3.400695
6629,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
6632,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6634,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6636,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6644,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6650,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6656,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6658,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6660,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6665,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6673,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6675,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6677,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6685,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6687,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6691,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6695,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6699,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6702,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6733,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6741,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6743,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6750,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6760,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6783,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
6839,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
7011,Gate Valve,GATE VALVE,,,,,0,Size,New,3.698987
7019,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7023,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
7025,Software Signal Line,SOFTWARE SIGNAL LINE,,,,,0,#Status,New,
7054,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
7060,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
7068,Gate Valve,GATE VALVE,,,,,0,Size,New,1.302377
7072,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
7084,Check Valve,CHECK VALVE,,,,,0,Size,,2.878914
7090,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
7101,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
7103,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
7113,Gate Valve,GATE VALVE,,,,,0,Size,,0.02781
7117,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
7129,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
7137,Gate Valve,GATE VALVE,,,,,0,Size,New,1.213853
7149,Gate Valve,GATE VALVE,,,,,0,Size,New,0.599449
7153,Gate Valve,GATE VALVE,,,,,0,Size,New,0.02781
7202,Vessel,VESSEL,,,,,0,#Status,New,2.0
7306,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7321,Gate Valve,GATE VALVE,,,,,0,Size,New,0.064327
7327,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7333,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7337,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7349,Centrifugal Pump,CENTRIFUGAL PUMP,,,,,0,#Status,New,0.501595
7364,Electric Motor,ELECTRIC MOTOR,,,,,0,#Status,New,
7385,Flexible Hose,FLEXIBLE HOSE,,,,,0,Size,,
7404,Field DCS,FIELD DCS,,,,,0,#Status,New,
7406,Field DCS,FIELD DCS,,,,,0,#Status,New,
7410,Field DCS,FIELD DCS,,,,,0,#Status,New,
7416,Field DCS,FIELD DCS,,,,,0,#Status,New,
7432,Field DCS,FIELD DCS,,,,,0,#Status,New,
7434,Field DCS,FIELD DCS,,,,,0,#Status,New,
7447,Field DCS,FIELD DCS,,,,,0,#Status,New,
7449,Field DCS,FIELD DCS,,,,,0,#Status,New,
7453,Field DCS,FIELD DCS,,,,,0,#Status,New,
7461,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7469,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7602,Flexible Hose,FLEXIBLE HOSE,,,,,0,,New,
7610,Gate Valve,GATE VALVE,,,,,0,Size,New,0.064327
7620,Field DCS,FIELD DCS,,,,,0,#Status,New,
7624,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7626,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7629,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7631,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7635,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7640,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7642,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7644,Field DCS,FIELD DCS,,,,,0,#Status,New,
7646,Field DCS,FIELD DCS,,,,,0,#Status,New,
7654,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7657,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7659,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7661,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7678,Gate Valve,GATE VALVE,,,,,0,Size,New,0.485233
7713,Field DCS,FIELD DCS,,,,,0,#Status,New,
7717,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7729,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7731,Field DCS,FIELD DCS,,,,,0,#Status,New,
7733,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7736,Field DCS,FIELD DCS,,,,,0,#Status,New,
7738,Field DCS,FIELD DCS,,,,,0,#Status,New,
7740,Field DCS,FIELD DCS,,,,,0,#Status,New,
7742,Field DCS,FIELD DCS,,,,,0,#Status,New,
7746,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,0.359559
7770,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,0.450113
7797,Gate Valve,GATE VALVE,,,,,0,Size,New,0.279203
7810,Flanged Nozzle,FLANGED NOZZLE,,,,,0,"#Status,#Size,#Spec",,
7812,Field DCS,FIELD DCS,,,,,0,#Status,New,
7814,Field DCS,FIELD DCS,,,,,0,#Status,New,
7816,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7826,Electric Motor,ELECTRIC MOTOR,,,,,0,#Status,New,
7835,Electric Motor,ELECTRIC MOTOR,,,,,0,#Status,New,
7841,Centrifugal Pump,CENTRIFUGAL PUMP,,,,,0,#Status,New,0.501595
7847,Field DCS,FIELD DCS,,,,,0,#Status,New,
7849,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7851,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7853,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7902,Field DCS,FIELD DCS,,,,,0,#Status,New,
7904,Field DCS,FIELD DCS,,,,,0,#Status,New,
7912,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7916,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7924,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7928,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7930,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7933,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7935,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7940,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7942,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7946,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7952,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7956,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7958,Flanged Nozzle,FLANGED NOZZLE,,,,,0,"#Size,#Spec",New,
7962,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7964,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7968,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7970,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7974,Gate Valve,GATE VALVE,,,,,0,Size,New,0.186692
7978,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
7980,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
7984,Gate Valve,GATE VALVE,,,,,0,Size,,0.186692
7986,Electric Motor,ELECTRIC MOTOR,,,,,0,#Status,New,
7994,Centrifugal Pump,CENTRIFUGAL PUMP,,,,,0,#Status,New,0.0
8001,Field DCS,FIELD DCS,,,,,0,#Status,New,
8009,Gate Valve,GATE VALVE,,,,,0,Size,,0.186692
8017,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8019,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8023,Gate Valve,GATE VALVE,,,,,0,Size,New,1.0
8030,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8032,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8034,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8036,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8040,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8042,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8046,Gate Valve,GATE VALVE,,,,,0,Size,New,0.107866
8050,Gate Valve,GATE VALVE,,,,,0,Size,,0.161998
8054,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,2.0
8070,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8076,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8078,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8082,Gate Valve,GATE VALVE,,,,,0,Size,New,0.219911
8086,Gate Valve,GATE VALVE,,,,,0,Size,New,0.219911
8088,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8092,Gate Valve,GATE VALVE,,,,,0,Size,,0.186692
8096,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8101,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8112,FIELDDCS3,FIELDDCS3,,,,,0,#Status,New,
8115,FIELDDCS3,FIELDDCS3,,,,,0,#Status,New,
8119,Gate Valve,GATE VALVE,,,,,0,Size,New,1.229776
8125,Gate Valve,GATE VALVE,,,,,0,Size,New,0.186692
8131,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8133,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8137,Gate Valve,GATE VALVE,,,,,0,Size,New,0.778281
8157,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8161,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8165,Check Valve,CHECK VALVE,,,,,0,Size,New,0.547912
8182,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8186,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8196,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8198,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8201,FIELDDCS3,FIELDDCS3,,,,,0,#Status,New,
8217,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8219,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8221,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8225,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8227,Field DCS,FIELD DCS,,,,,0,#Status,New,
8233,Concentric Reducer,CONCENTRIC REDUCER,,,,,0,,New,
8235,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
8237,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
8269,Angle Valve,ANGLE VALVE,,,Staalname,,0,"#Status,#Spec,Size",,
8280,Angle Valve,ANGLE VALVE,,,Staalname,,0,"#Status,#Spec,Size",,
8284,FIELDCS2,FIELDCS2,,,,,0,#Status,New,
