TableName,BaseTable,Abstract,PhysicalName,Revision,SyncTimestamp
StraightwayProgressiveAdjustment,HandValves,FALSE,StraightwayProgressiveAdjustment,,
AngleValveProgressiveAdjustmentCharacteristic,HandValves,FALSE,AngleValveProgressiveAdjustmentCharacteristic,,
BallFloatValve,HandValves,FALSE,BallFloatValve,,
HoseClamp,HandValves,FALSE,HoseClamp,,
StraightwayPressureReducing,HandValves,FALSE,StraightwayPressureReducing,,
StraightwayPressureReducingInjection,HandValves,FALSE,StraightwayPressureReducingInjection,,
AnglePressureReducingInjection,HandValves,FALSE,AnglePressureReducingInjection,,
ThreewayPressureReducingInjection,HandValves,FALSE,ThreewayPressureReducingInjection,,
GateValveprogressiveAdjustment,HandValves,FALSE,GateValveprogressiveAdjustment,,
ButterflyValveProgressiveAdjustmentCharacteristic,HandValves,FALSE,ButterflyValveProgressiveAdjustmentCharacteristic,,
LouverDamper,HandValves,FALSE,LouverDamper,,
RollShutterDamper,HandValves,FALSE,RollShutterDamper,,
FlowLimiterWithOrificePlate,HandValves,FALSE,FlowLimiterWithOrificePlate,,
InspectionGlass,HandValves,FALSE,InspectionGlass,,
MixingSection,HandValves,FALSE,MixingSection,,
FreezingSection,HandValves,FALSE,FreezingSection,,
CoolingSection,HandValves,FALSE,CoolingSection,,
CoolingTrapGeneral,HandValves,FALSE,CoolingTrapGeneral,,
SoundAbsorberGeneral,HandValves,FALSE,SoundAbsorberGeneral,,
DetonationSafeguardPipelines,HandValves,FALSE,DetonationSafeguardPipelines,,
FlashbackArrester,HandValves,FALSE,FlashbackArrester,,
VapourTrapGeneral,HandValves,FALSE,VapourTrapGeneral,,
PipingFittings,InLineAssets,FALSE,PipingFittings,,
Blank,PipingFittings,FALSE,Blank,,
BlankWithFlanges,PipingFittings,FALSE,BlankWithFlanges,,
BlindDisk,PipingFittings,FALSE,BlindDisk,,
BlindFlange,PipingFittings,FALSE,BlindFlange,,
Cap,PipingFittings,FALSE,Cap,,
ChemicalSeal,PipingFittings,FALSE,ChemicalSeal,,
ClosedFigure8Blind,PipingFittings,FALSE,ClosedFigure8Blind,,
ClosedFigure8BlindWithFlanges,PipingFittings,FALSE,ClosedFigure8BlindWithFlanges,,
Coupling,PipingFittings,FALSE,Coupling,,
Flange,PipingFittings,FALSE,Flange,,
HoseConnection,PipingFittings,FALSE,HoseConnection,,
MixingNozzleInjector,PipingFittings,FALSE,MixingNozzleInjector,,
OpenFigure8Blind,PipingFittings,FALSE,OpenFigure8Blind,,
OpenFigure8BlindWithFlanges,PipingFittings,FALSE,OpenFigure8BlindWithFlanges,,
OrificePlate,PipingFittings,FALSE,OrificePlate,,
Plug,PipingFittings,FALSE,Plug,,
SightGlass,PipingFittings,FALSE,SightGlass,,
Spacer,PipingFittings,FALSE,Spacer,,
SpacerWithFlanges,PipingFittings,FALSE,SpacerWithFlanges,,
SpectacleBlind,PipingFittings,FALSE,SpectacleBlind,,
Strainer,PipingFittings,FALSE,Strainer,,
UndefinedInterlockLogic,PipingFittings,FALSE,UndefinedInterlockLogic,,
WeldedConnection,PipingFittings,FALSE,WeldedConnection,,
CouplingContinuouslyVariable,PipingFittings,FALSE,CouplingContinuouslyVariable,,
HydraulicCoupling,PipingFittings,FALSE,HydraulicCoupling,,
ElectromagneticCoupling,PipingFittings,FALSE,ElectromagneticCoupling,,
GearGeneral,PipingFittings,FALSE,GearGeneral,,
PumpElectricMotorDriveGearboxTurboCoupling,PipingFittings,FALSE,PumpElectricMotorDriveGearboxTurboCoupling,,
PumpElectricMotorDriveSpeedControlCouplingBoosterPump,PipingFittings,FALSE,PumpElectricMotorDriveSpeedControlCouplingBoosterPump,,
BurstingDiscBurstingDiagphragm,PipingFittings,FALSE,BurstingDiscBurstingDiagphragm,,
SteamTrapA,PipingFittings,FALSE,SteamTrapA,,
PipingSpecialtyItems,InLineAssets,FALSE,PipingSpecialtyItems,,
BasketStrainer,PipingSpecialtyItems,FALSE,BasketStrainer,,
Breather,PipingSpecialtyItems,FALSE,Breather,,
Compensator,PipingSpecialtyItems,FALSE,Compensator,,
ConeStrainer,PipingSpecialtyItems,FALSE,ConeStrainer,,
Damper,PipingSpecialtyItems,FALSE,Damper,,
Desuperheater,PipingSpecialtyItems,FALSE,Desuperheater,,
DetonationArrestor,PipingSpecialtyItems,FALSE,DetonationArrestor,,
DetonationProofFlameArrestor,PipingSpecialtyItems,FALSE,DetonationProofFlameArrestor,,
DuplexStrainer,PipingSpecialtyItems,FALSE,DuplexStrainer,,
EjectorOrEductor,PipingSpecialtyItems,FALSE,EjectorOrEductor,,
ExhaustHead,PipingSpecialtyItems,FALSE,ExhaustHead,,
ExpansionJoint,PipingSpecialtyItems,FALSE,ExpansionJoint,,
ExplosionProofFlameArrestor,PipingSpecialtyItems,FALSE,ExplosionProofFlameArrestor,,
FilterPipe,PipingSpecialtyItems,FALSE,FilterPipe,,
FireResistantDetonationProofFlameArrestor,PipingSpecialtyItems,FALSE,FireResistantDetonationProofFlameArrestor,,
FireResistantFlameArrestor,PipingSpecialtyItems,FALSE,FireResistantFlameArrestor,,
FlameArrestor,PipingSpecialtyItems,FALSE,FlameArrestor,,
FlexibleHose,PipingSpecialtyItems,FALSE,FlexibleHose,,
Funnel,PipingSpecialtyItems,FALSE,Funnel,,
InLineMixer,PipingSpecialtyItems,FALSE,InLineMixer,,
InLineSilencer,PipingSpecialtyItems,FALSE,InLineSilencer,,
PipeConduitJacket,PipingSpecialtyItems,FALSE,PipeConduitJacket,,
PipeHeatingCooling,PipingSpecialtyItems,FALSE,PipeHeatingCooling,,
PipeHeatingCoolingInsulated,PipingSpecialtyItems,FALSE,PipeHeatingCoolingInsulated,,
PipeInsulated,PipingSpecialtyItems,FALSE,PipeInsulated,,
PulsationDamper,PipingSpecialtyItems,FALSE,PulsationDamper,,
RemovableSpool,PipingSpecialtyItems,FALSE,RemovableSpool,,
Siphon,PipingSpecialtyItems,FALSE,Siphon,,
SteamTrap,PipingSpecialtyItems,FALSE,SteamTrap,,
TemporaryStrainer,PipingSpecialtyItems,FALSE,TemporaryStrainer,,
TTypeStrainer,PipingSpecialtyItems,FALSE,TTypeStrainer,,
VentCover,PipingSpecialtyItems,FALSE,VentCover,,
VentSilencer,PipingSpecialtyItems,FALSE,VentSilencer,,
YTypeStrainer,PipingSpecialtyItems,FALSE,YTypeStrainer,,
DischargeFunnel,PipingSpecialtyItems,FALSE,DischargeFunnel,,
DrainPan,PipingSpecialtyItems,FALSE,DrainPan,,
DrainChannel,PipingSpecialtyItems,FALSE,DrainChannel,,
SprayNozzle,PipingSpecialtyItems,FALSE,SprayNozzle,,
Suction,PipingSpecialtyItems,FALSE,Suction,,
DischargeForGasSteam,PipingSpecialtyItems,FALSE,DischargeForGasSteam,,
Reducers,InLineAssets,FALSE,Reducers,,
ConcentricReducer,Reducers,FALSE,ConcentricReducer,,
EccentricReducer,Reducers,FALSE,EccentricReducer,,
Reducer,Reducers,FALSE,Reducer,,
Instrumentation,EngineeringItems,FALSE,Instrumentation,,
GeneralInstrumentSymbols,Instrumentation,FALSE,GeneralInstrumentSymbols,,
AuxiliaryAccessibleComputer,GeneralInstrumentSymbols,FALSE,AuxiliaryAccessibleComputer,,
AuxiliaryInaccessibleComputer,GeneralInstrumentSymbols,FALSE,AuxiliaryInaccessibleComputer,,
AuxiliaryLocAccessibleDCS,GeneralInstrumentSymbols,FALSE,AuxiliaryLocAccessibleDCS,,
AuxiliaryLocAccessibleDiscreteInstrument,GeneralInstrumentSymbols,FALSE,AuxiliaryLocAccessibleDiscreteInstrument,,
AuxiliaryLocAccessiblePLC,GeneralInstrumentSymbols,FALSE,AuxiliaryLocAccessiblePLC,,
AuxiliaryLocInaccessibleDCS,GeneralInstrumentSymbols,FALSE,AuxiliaryLocInaccessibleDCS,,
AuxiliaryLocInaccessibleDiscreteInstrument,GeneralInstrumentSymbols,FALSE,AuxiliaryLocInaccessibleDiscreteInstrument,,
AuxiliaryLocInaccessiblePLC,GeneralInstrumentSymbols,FALSE,AuxiliaryLocInaccessiblePLC,,
FieldMountedComputer,GeneralInstrumentSymbols,FALSE,FieldMountedComputer,,
FieldMountedDCS,GeneralInstrumentSymbols,FALSE,FieldMountedDCS,2.0,
FieldMountedDiscreteHardwareInterlock,GeneralInstrumentSymbols,FALSE,FieldMountedDiscreteHardwareInterlock,,
FieldMountedDiscreteInstrument,GeneralInstrumentSymbols,FALSE,FieldMountedDiscreteInstrument,,
FieldMountedPLC,GeneralInstrumentSymbols,FALSE,FieldMountedPLC,,
PrimaryComputer,GeneralInstrumentSymbols,FALSE,PrimaryComputer,,
PrimaryInaccessibleComputer,GeneralInstrumentSymbols,FALSE,PrimaryInaccessibleComputer,,
PrimaryLocAccessibleDCS,GeneralInstrumentSymbols,FALSE,PrimaryLocAccessibleDCS,,
PrimaryLocAccessibleDiscreteInstrument,GeneralInstrumentSymbols,FALSE,PrimaryLocAccessibleDiscreteInstrument,,
PrimaryLocAccessiblePLC,GeneralInstrumentSymbols,FALSE,PrimaryLocAccessiblePLC,,
PrimaryLocInaccessibleDCS,GeneralInstrumentSymbols,FALSE,PrimaryLocInaccessibleDCS,,
PrimaryLocInaccessibleDiscreteInstrument,GeneralInstrumentSymbols,FALSE,PrimaryLocInaccessibleDiscreteInstrument,,
PrimaryLocInaccessiblePLC,GeneralInstrumentSymbols,FALSE,PrimaryLocInaccessiblePLC,,
InlineInstruments,Instrumentation,FALSE,InlineInstruments,,
AveragingPitotTube,InlineInstruments,FALSE,AveragingPitotTube,,
ControlValve,InlineInstruments,FALSE,ControlValve,,
CornerTap,InlineInstruments,FALSE,CornerTap,,
ElementWithInternalTransmitter,InlineInstruments,FALSE,ElementWithInternalTransmitter,,
ElementWithTransmitter,InlineInstruments,FALSE,ElementWithTransmitter,,
FloatTypeLevelIndicator,InlineInstruments,FALSE,FloatTypeLevelIndicator,,
FlowConditioningDevice,InlineInstruments,FALSE,FlowConditioningDevice,,
FlowElement,InlineInstruments,FALSE,FlowElement,,
FlowNozzle,InlineInstruments,FALSE,FlowNozzle,,
FlowSwitch,InlineInstruments,FALSE,FlowSwitch,,
Flume,InlineInstruments,FALSE,Flume,,
Glass,InlineInstruments,FALSE,Glass,,
InstrumentWell,InlineInstruments,FALSE,InstrumentWell,,
Magnetic,InlineInstruments,FALSE,Magnetic,,
Orifice,InlineInstruments,FALSE,Orifice,,
OrificeInQuickChangeFitting,InlineInstruments,FALSE,OrificeInQuickChangeFitting,,
PitotTube,InlineInstruments,FALSE,PitotTube,,
PositiveDisplacement,InlineInstruments,FALSE,PositiveDisplacement,,
ReliefValves,InlineInstruments,FALSE,ReliefValves,,
AngleSafetyValve,ReliefValves,FALSE,AngleSafetyValve,,
AngleSpringSafetyValve,ReliefValves,FALSE,AngleSpringSafetyValve,,
PilotOperatedReliefValve,ReliefValves,FALSE,PilotOperatedReliefValve,,
PressureAndVacuumReliefValve,ReliefValves,FALSE,PressureAndVacuumReliefValve,,
PressureReliefManholeCover,ReliefValves,FALSE,PressureReliefManholeCover,,
PressureReliefValve,ReliefValves,FALSE,PressureReliefValve,1.0,
PressureReliefValveWithSolenoid,ReliefValves,FALSE,PressureReliefValveWithSolenoid,,
RuptureDisc,ReliefValves,FALSE,RuptureDisc,,
RuptureDiscForPressureRelief,ReliefValves,FALSE,RuptureDiscForPressureRelief,,
RuptureDiscForVacuumRelief,ReliefValves,FALSE,RuptureDiscForVacuumRelief,,
SafetyValve,ReliefValves,FALSE,SafetyValve,,
VacuumReliefValve,ReliefValves,FALSE,VacuumReliefValve,,
RestrictionOrifice,InlineInstruments,FALSE,RestrictionOrifice,,
Rotameter,InlineInstruments,FALSE,Rotameter,,
RotameterWithIntegralValve,InlineInstruments,FALSE,RotameterWithIntegralValve,,
SurfaceMountedTemperatureSensor,InlineInstruments,FALSE,SurfaceMountedTemperatureSensor,,
Target,InlineInstruments,FALSE,Target,,
TurbineOrPropeller,InlineInstruments,FALSE,TurbineOrPropeller,,
Ultrasonic,InlineInstruments,FALSE,Ultrasonic,,
Venturi,InlineInstruments,FALSE,Venturi,,
VolumeMeter,InlineInstruments,FALSE,VolumeMeter,,
Vortex,InlineInstruments,FALSE,Vortex,,
WedgeMeter,InlineInstruments,FALSE,WedgeMeter,,
Weir,InlineInstruments,FALSE,Weir,,
Controller,InlineInstruments,FALSE,Controller,,
SignalLamp,InlineInstruments,FALSE,SignalLamp,,
AcousticSignal,InlineInstruments,FALSE,AcousticSignal,,
TelevisionCamera,InlineInstruments,FALSE,TelevisionCamera,,
Fault,InlineInstruments,FALSE,Fault,,
EliminationOfFault,InlineInstruments,FALSE,EliminationOfFault,,
MeasuredValueIndicatorAnalogous,InlineInstruments,FALSE,MeasuredValueIndicatorAnalogous,,
MeasuredValueIndicatorAnalogousZeroAtCentre,InlineInstruments,FALSE,MeasuredValueIndicatorAnalogousZeroAtCentre,,
MeasuredValueIndicatorAnalogousNegativeRange,InlineInstruments,FALSE,MeasuredValueIndicatorAnalogousNegativeRange,,
MeasuredValueIndicatorDigital,InlineInstruments,FALSE,MeasuredValueIndicatorDigital,,
Recorder,InlineInstruments,FALSE,Recorder,,
GeneralCounter,InlineInstruments,FALSE,GeneralCounter,,
Limiter,InlineInstruments,FALSE,Limiter,,
MaximumValueLimiter,InlineInstruments,FALSE,MaximumValueLimiter,,
MinimumValueLimiter,InlineInstruments,FALSE,MinimumValueLimiter,,
Adjuster,InlineInstruments,FALSE,Adjuster,,
ChangeOverDevice,InlineInstruments,FALSE,ChangeOverDevice,,
LockingDevice,InlineInstruments,FALSE,LockingDevice,,
MainPulseIncrease,InlineInstruments,FALSE,MainPulseIncrease,,
MainPulseDecrease,InlineInstruments,FALSE,MainPulseDecrease,,
LimitingPulseUpperLimitingValue,InlineInstruments,FALSE,LimitingPulseUpperLimitingValue,,
LimitingPulseLowerLimitingValue,InlineInstruments,FALSE,LimitingPulseLowerLimitingValue,,
LimitingPulseClosesUpperLimitingValue,InlineInstruments,FALSE,LimitingPulseClosesUpperLimitingValue,,
LimitingPulseClosesLowerLimitingValue,InlineInstruments,FALSE,LimitingPulseClosesLowerLimitingValue,,
FlowMeasurement,InlineInstruments,FALSE,FlowMeasurement,,
LevelMeasurement,InlineInstruments,FALSE,LevelMeasurement,,
HumidityMeasurement,InlineInstruments,FALSE,HumidityMeasurement,,
PressureMeasurement,InlineInstruments,FALSE,PressureMeasurement,,
pHValueMeasurement,InlineInstruments,FALSE,pHValueMeasurement,,
ConductivityMeasurement,InlineInstruments,FALSE,ConductivityMeasurement,,
RadiationMeasurement,InlineInstruments,FALSE,RadiationMeasurement,,
LuminousRadiationMeasurement,InlineInstruments,FALSE,LuminousRadiationMeasurement,,
IonizingradiationMeasurement,InlineInstruments,FALSE,IonizingradiationMeasurement,,
RotationalSpeedMeasurement,InlineInstruments,FALSE,RotationalSpeedMeasurement,,
TemperatureMeasurement,InlineInstruments,FALSE,TemperatureMeasurement,,
ExpansionMeasurement,InlineInstruments,FALSE,ExpansionMeasurement,,
VibrationMeasurement,InlineInstruments,FALSE,VibrationMeasurement,,
DetectorIonizingRadiationCountingTube,InlineInstruments,FALSE,DetectorIonizingRadiationCountingTube,,
DetectorIonizingRadiationIonizationChamber,InlineInstruments,FALSE,DetectorIonizingRadiationIonizationChamber,,
Lines,EngineeringItems,FALSE,Lines,,
PipeLines,Lines,FALSE,PipeLines,1.0,
ExistingPrimary,PipeLines,FALSE,ExistingPrimary,,
ExistingSecondary,PipeLines,FALSE,ExistingSecondary,,
Jacketed,PipeLines,FALSE,Jacketed,,
NewPrimary,PipeLines,FALSE,NewPrimary,,
NewSecondary,PipeLines,FALSE,NewSecondary,,
Primary,PipeLines,FALSE,Primary,,
Secondary,PipeLines,FALSE,Secondary,,
SignalLines,Lines,FALSE,SignalLines,,
CapillaryTube,SignalLines,FALSE,CapillaryTube,,
Electrical,SignalLines,FALSE,Electrical,,
ElectromagneticSignal,SignalLines,FALSE,ElectromagneticSignal,,
ElectromagneticSignalNotGuided,SignalLines,FALSE,ElectromagneticSignalNotGuided,,
GeneralSignal,SignalLines,FALSE,GeneralSignal,,
Hydraulic,SignalLines,FALSE,Hydraulic,,
Leader,SignalLines,FALSE,Leader,,
MechanicalLink,SignalLines,FALSE,MechanicalLink,,
Pneumatic,SignalLines,FALSE,Pneumatic,,
Radiation,SignalLines,FALSE,Radiation,,
Software,SignalLines,FALSE,Software,,
Tubing,SignalLines,FALSE,Tubing,,
UndefinedSignal,SignalLines,FALSE,UndefinedSignal,,
Nozzles,EngineeringItems,FALSE,Nozzles,,
AssumedNozzle,Nozzles,FALSE,AssumedNozzle,,
DoubleLineNozzle,Nozzles,FALSE,DoubleLineNozzle,,
FlangedNozzle,Nozzles,FALSE,FlangedNozzle,,
FrontFacingNozzle,Nozzles,FALSE,FrontFacingNozzle,,
SingleLineNozzle,Nozzles,FALSE,SingleLineNozzle,,
NonEngineeringItems,PnPBase,FALSE,NonEngineeringItems,,
Actuators,NonEngineeringItems,FALSE,Actuators,,
BackPressureRegulator,Actuators,FALSE,BackPressureRegulator,,
BackpressureRegulatorSelfContained,Actuators,FALSE,BackpressureRegulatorSelfContained,,
BackpressureRegulatorWithExternalPressureTap,Actuators,FALSE,BackpressureRegulatorWithExternalPressureTap,,
BackPressureRegulatorWithExternalTap,Actuators,FALSE,BackPressureRegulatorWithExternalTap,,
CylinderOrPiston,Actuators,FALSE,CylinderOrPiston,,
Diaphragm,Actuators,FALSE,Diaphragm,,
DiaphragmSpring,Actuators,FALSE,DiaphragmSpring,,
DifferentialPressureReducingregulator,Actuators,FALSE,DifferentialPressureReducingregulator,,
Digital,Actuators,FALSE,Digital,,
ElectroHydraulic,Actuators,FALSE,ElectroHydraulic,,
HandWheelWithActuator,Actuators,FALSE,HandWheelWithActuator,,
ManualOperator,Actuators,FALSE,ManualOperator,,
PositionerAndSolenoid,Actuators,FALSE,PositionerAndSolenoid,,
PressureBalancedDiaphragm,Actuators,FALSE,PressureBalancedDiaphragm,,
PressureReducingRegulator,Actuators,FALSE,PressureReducingRegulator,,
PressureReducingRegulatorWithExternalTap,Actuators,FALSE,PressureReducingRegulatorWithExternalTap,,
PressureReducingRegulatorWithIntegralOutlet,Actuators,FALSE,PressureReducingRegulatorWithIntegralOutlet,,
RotaryMotor,Actuators,FALSE,RotaryMotor,,
Solenoid,Actuators,FALSE,Solenoid,,
SolenoidManualReset,Actuators,FALSE,SolenoidManualReset,,
SolenoidRemoteReset,Actuators,FALSE,SolenoidRemoteReset,,
Spring,Actuators,FALSE,Spring,,
TemperatureRegulatorFilledSystemType,Actuators,FALSE,TemperatureRegulatorFilledSystemType,,
ThrottlingActuator,Actuators,FALSE,ThrottlingActuator,,
VelocityIncreased,Actuators,FALSE,VelocityIncreased,,
ValveWithMovementQuickBothDirections,Actuators,FALSE,ValveWithMovementQuickBothDirections,,
ValveIndicationOfTheDirectionUp,Actuators,FALSE,ValveIndicationOfTheDirectionUp,,
ValveIndicationOfTheDirectionDown,Actuators,FALSE,ValveIndicationOfTheDirectionDown,,
ValveWithRemainsPresetPosition,Actuators,FALSE,ValveWithRemainsPresetPosition,,
ValveConnectionsOnValveBody,Actuators,FALSE,ValveConnectionsOnValveBody,,
ValveConnectionForSealingMedia,Actuators,FALSE,ValveConnectionForSealingMedia,,
ValveConnectionForSuction,Actuators,FALSE,ValveConnectionForSuction,,
ConnectionForNonCirculatingCooling,Actuators,FALSE,ConnectionForNonCirculatingCooling,,
ValveStemPenetratingWall,Actuators,FALSE,ValveStemPenetratingWall,,
ValveWithCoupling,Actuators,FALSE,ValveWithCoupling,,
ValveWithCouplinglocatedUnderFloor,Actuators,FALSE,ValveWithCouplinglocatedUnderFloor,,
MotorActuated,Actuators,FALSE,MotorActuated,,
FluidActuated,Actuators,FALSE,FluidActuated,,
WeightForce,Actuators,FALSE,WeightForce,,
SafetyWeightLoaded,Actuators,FALSE,SafetyWeightLoaded,,
SafetySpringLoaded,Actuators,FALSE,SafetySpringLoaded,,
WeightAuxiliaryElectricMotor,Actuators,FALSE,WeightAuxiliaryElectricMotor,,
SpringAuxiliarySolenoid,Actuators,FALSE,SpringAuxiliarySolenoid,,
ElectricMotorAuxiliaryPiston,Actuators,FALSE,ElectricMotorAuxiliaryPiston,,
ElectricMotorAuxiliaryActuator,Actuators,FALSE,ElectricMotorAuxiliaryActuator,,
ElectricMotorsQuickClosingActuator,Actuators,FALSE,ElectricMotorsQuickClosingActuator,,
Annotation,NonEngineeringItems,FALSE,Annotation,,
ClosedDrainNoPID,NonEngineeringItems,FALSE,ClosedDrainNoPID,,
Connectors,NonEngineeringItems,FALSE,Connectors,,
ClosedDrain,Connectors,FALSE,ClosedDrain,,
InletOutletFlowArrow,Connectors,FALSE,InletOutletFlowArrow,,
LinesAndInstrumentSignalConnector,Connectors,FALSE,LinesAndInstrumentSignalConnector,,
OffPageConnector,Connectors,FALSE,OffPageConnector,1.0,
OpenDrain,Connectors,FALSE,OpenDrain,,
UtilityConnector,Connectors,FALSE,UtilityConnector,,
FlowArrow,NonEngineeringItems,FALSE,FlowArrow,,
Flag,NonEngineeringItems,FALSE,Flag,,
Gap,NonEngineeringItems,FALSE,Gap,,
LineBreakers,NonEngineeringItems,FALSE,LineBreakers,,
GeneralLimit,LineBreakers,FALSE,GeneralLimit,,
SegmentBreaker,LineBreakers,FALSE,SegmentBreaker,,
Pins,LineBreakers,FALSE,Pins,,
OpenPin,Pins,FALSE,OpenPin,,
ClosedPin,Pins,FALSE,ClosedPin,,
OpenDrainNoPID,NonEngineeringItems,FALSE,OpenDrainNoPID,,
TieInSymbol,NonEngineeringItems,FALSE,TieInSymbol,,
PipeLineGroup,PnPBase,FALSE,PipeLineGroup,,
SignalLineGroup,PnPBase,FALSE,SignalLineGroup,,
PnPWorkHistory,PnPBase,FALSE,PnPWorkHistory,,
PnPPainterStyles,PnPBase,FALSE,PnPPainterStyles,,
PnPGlobalPainterStyle,PnPBase,FALSE,PnPGlobalPainterStyle,,
PnPPainterColorSettings,PnPBase,FALSE,PnPPainterColorSettings,,
PnPGeometry,PnPBase,FALSE,PnPGeometry,,
PnPProjectCategories,PnPBase,FALSE,PnPProjectCategories,,
PnPProject,PnPBase,FALSE,PnPProject,,
PnPDrawingCategories,PnPBase,FALSE,PnPDrawingCategories,,
PnPPicklists,PnPBase,FALSE,PnPPicklists,,
PnPPicklistValues,PnPBase,FALSE,PnPPicklistValues,,
PnPProjectVariables,PnPBase,FALSE,PnPProjectVariables,,
PnPTagFormat,PnPBase,FALSE,PnPTagFormat,,
FileNameFormat,PnPBase,FALSE,FileNameFormat,,
PnPAutoGenProperties,PnPBase,FALSE,PnPAutoGenProperties,,
PnPDrawingCustomProperties,PnPBase,FALSE,PnPDrawingCustomProperties,,
PnPTagRegistry,PnPBase,FALSE,PnPTagRegistry,,
FIELDCS2,GeneralInstrumentSymbols,FALSE,FIELDCS2,,
FIELDDCS3,GeneralInstrumentSymbols,FALSE,FIELDDCS3,,
