TableName,ColumnName,AttributeName,AttributeValue
EngineeringItems,ClassName,DESCRIPTION,System property which can not be removed
EngineeringItems,ClassName,DISPLAYNAME,Class Name
EngineeringItems,ClassName,ISHIDDEN,false
EngineeringItems,ClassName,ISREADONLY,true
EngineeringItems,ClassName,ISREMOVABLE,false
EngineeringItems,ClassName,TYPE,PnPStringType
EngineeringItems,ClassName,VALUE,Engineering Items
EngineeringItems,Description,ISHIDDEN,false
EngineeringItems,Description,ISREADONLY,false
EngineeringItems,Description,ISREMOVABLE,true
EngineeringItems,Description,TYPE,PnPStringType
EngineeringItems,Description,VALUE,ENGINEERING ITEMS
EngineeringItems,Manufacturer,ISHIDDEN,false
EngineeringItems,Manufacturer,ISREADONLY,false
EngineeringItems,Manufacturer,ISREMOVABLE,true
EngineeringItems,Manufacturer,TYPE,PnPStringType
EngineeringItems,ModelNumber,DISPLAYNAME,Model Number
EngineeringItems,ModelNumber,ISHIDDEN,false
EngineeringItems,ModelNumber,ISREADONLY,false
EngineeringItems,ModelNumber,ISREMOVABLE,true
EngineeringItems,ModelNumber,TYPE,PnPStringType
EngineeringItems,Supplier,ISHIDDEN,false
EngineeringItems,Supplier,ISREADONLY,false
EngineeringItems,Supplier,ISREMOVABLE,true
EngineeringItems,Supplier,TYPE,PnPStringType
EngineeringItems,Comment,ISHIDDEN,false
EngineeringItems,Comment,ISREADONLY,false
EngineeringItems,Comment,ISREMOVABLE,true
EngineeringItems,Comment,TYPE,PnPStringType
EngineeringItems,FlagValue,DESCRIPTION,System property which can not be removed
EngineeringItems,FlagValue,DISPLAYNAME,Flag
EngineeringItems,FlagValue,ISHIDDEN,true
EngineeringItems,FlagValue,ISREADONLY,true
EngineeringItems,FlagValue,ISREMOVABLE,false
EngineeringItems,FlagValue,TYPE,PnPFlagType
EngineeringItems,FlagValue,VALUE,0
EngineeringItems,AcquisitionProperties,DESCRIPTION,System property which can not be removed
EngineeringItems,AcquisitionProperties,DISPLAYNAME,AcquisitionProperties
EngineeringItems,AcquisitionProperties,ISHIDDEN,true
EngineeringItems,AcquisitionProperties,ISREADONLY,true
EngineeringItems,AcquisitionProperties,ISREMOVABLE,false
EngineeringItems,AcquisitionProperties,TYPE,PnPStringType
EngineeringItems,Status,ISREADONLY,false
EngineeringItems,Status,ISREMOVABLE,false
EngineeringItems,Status,PICKLISTNAME,Status
EngineeringItems,Status,PICKLISTTYPE,Regular
EngineeringItems,Status,TYPE,PnPPickListType
EngineeringItems,Status,VALUE,New
EngineeringItems,ParamOnLine,ISHIDDEN,TRUE
Equipment,ClassName,ISREADONLY,true
Equipment,ClassName,TYPE,PnPStringType
Equipment,ClassName,VALUE,Equipment
Equipment,Description,TYPE,PnPStringType
Equipment,Description,VALUE,EQUIPMENT
Equipment,Tag,DESCRIPTION,System property which can not be removed
Equipment,Tag,ISHIDDEN,false
Equipment,Tag,ISREADONLY,false
Equipment,Tag,ISREMOVABLE,false
Equipment,Tag,TYPE,PnPStringType
Equipment,Type,DESCRIPTION,System property which can not be removed
Equipment,Type,ISHIDDEN,false
Equipment,Type,ISREADONLY,false
Equipment,Type,ISREMOVABLE,false
Equipment,Type,PICKLISTNAME,Equipment_Types
Equipment,Type,PICKLISTTYPE,Regular
Equipment,Type,TYPE,PnPPickListType
Equipment,EquipmentSpec,DISPLAYNAME,Equipment Spec
Equipment,EquipmentSpec,ISHIDDEN,false
Equipment,EquipmentSpec,ISREADONLY,false
Equipment,EquipmentSpec,ISREMOVABLE,true
Equipment,EquipmentSpec,TYPE,PnPStringType
Equipment,Weight,ISHIDDEN,false
Equipment,Weight,ISREADONLY,false
Equipment,Weight,ISREMOVABLE,true
Equipment,Weight,TYPE,PnPStringType
Equipment,MaterialOfConstruction,DISPLAYNAME,Material of Construction
Equipment,MaterialOfConstruction,ISHIDDEN,false
Equipment,MaterialOfConstruction,ISREADONLY,false
Equipment,MaterialOfConstruction,ISREMOVABLE,true
Equipment,MaterialOfConstruction,TYPE,PnPStringType
Equipment,Area,DISPLAYNAME,Area
Equipment,Area,ISHIDDEN,false
Equipment,Area,ISREADONLY,false
Equipment,Area,ISREMOVABLE,true
Equipment,Area,TYPE,PnPStringType
Blowers,ClassName,ISREADONLY,true
Blowers,ClassName,TYPE,PnPStringType
Blowers,ClassName,VALUE,Blowers
Blowers,Description,TYPE,PnPStringType
Blowers,Description,VALUE,BLOWERS
Blowers,Type,PICKLISTTYPE,Regular
Blowers,Type,TYPE,PnPPickListType
Blowers,Type,VALUE,B
Blowers,FlowCapacity,DISPLAYNAME,Flow Capacity
Blowers,FlowCapacity,ISHIDDEN,false
Blowers,FlowCapacity,ISREADONLY,false
Blowers,FlowCapacity,ISREMOVABLE,true
Blowers,FlowCapacity,TYPE,PnPNumberUnitType
Blowers,Power,ISHIDDEN,false
Blowers,Power,ISREADONLY,false
Blowers,Power,ISREMOVABLE,true
Blowers,Power,TYPE,PnPNumberUnitType
BlowerGeneral,ClassName,ISREADONLY,true
BlowerGeneral,ClassName,TYPE,PnPStringType
BlowerGeneral,ClassName,VALUE,General Blower
BlowerGeneral,Description,TYPE,PnPStringType
BlowerGeneral,Description,VALUE,GENERAL BLOWER
BlowerRadial,ClassName,ISREADONLY,true
BlowerRadial,ClassName,TYPE,PnPStringType
BlowerRadial,ClassName,VALUE,Radial Blower
BlowerRadial,Description,TYPE,PnPStringType
BlowerRadial,Description,VALUE,RADIAL BLOWER
CentrifugalBlower,ClassName,ISREADONLY,true
CentrifugalBlower,ClassName,TYPE,PnPStringType
CentrifugalBlower,ClassName,VALUE,Centrifugal Blower
CentrifugalBlower,Description,TYPE,PnPStringType
CentrifugalBlower,Description,VALUE,CENTRIFUGAL BLOWER
PositiveDisplacementBlower,ClassName,ISREADONLY,true
PositiveDisplacementBlower,ClassName,TYPE,PnPStringType
PositiveDisplacementBlower,ClassName,VALUE,Positive Displacement Blower
PositiveDisplacementBlower,Description,TYPE,PnPStringType
PositiveDisplacementBlower,Description,VALUE,POSITIVE DISPLACEMENT BLOWER
BlowerAxial,ClassName,DESCRIPTION,System property which can not be removed
BlowerAxial,ClassName,DISPLAYNAME,Class Name
BlowerAxial,ClassName,ISHIDDEN,false
BlowerAxial,ClassName,ISREADONLY,true
BlowerAxial,ClassName,ISREMOVABLE,false
BlowerAxial,ClassName,TYPE,PnPStringType
BlowerAxial,ClassName,VALUE,Axial Blower
BlowerAxial,Description,ISHIDDEN,false
BlowerAxial,Description,ISREADONLY,false
BlowerAxial,Description,ISREMOVABLE,true
BlowerAxial,Description,TYPE,PnPStringType
BlowerAxial,Description,VALUE,AXIAL BLOWER
BlowerAxial,Manufacturer,ISHIDDEN,false
BlowerAxial,Manufacturer,ISREADONLY,false
BlowerAxial,Manufacturer,ISREMOVABLE,true
BlowerAxial,Manufacturer,TYPE,PnPStringType
BlowerAxial,ModelNumber,DISPLAYNAME,Model Number
BlowerAxial,ModelNumber,ISHIDDEN,false
BlowerAxial,ModelNumber,ISREADONLY,false
BlowerAxial,ModelNumber,ISREMOVABLE,true
BlowerAxial,ModelNumber,TYPE,PnPStringType
BlowerAxial,Supplier,ISHIDDEN,false
BlowerAxial,Supplier,ISREADONLY,false
BlowerAxial,Supplier,ISREMOVABLE,true
BlowerAxial,Supplier,TYPE,PnPStringType
BlowerAxial,Comment,ISHIDDEN,false
BlowerAxial,Comment,ISREADONLY,false
BlowerAxial,Comment,ISREMOVABLE,true
BlowerAxial,Comment,TYPE,PnPStringType
BlowerAxial,FlagValue,DESCRIPTION,System property which can not be removed
BlowerAxial,FlagValue,DISPLAYNAME,Flag
BlowerAxial,FlagValue,ISHIDDEN,true
BlowerAxial,FlagValue,ISREADONLY,true
BlowerAxial,FlagValue,ISREMOVABLE,false
BlowerAxial,FlagValue,TYPE,PnPFlagType
BlowerAxial,FlagValue,VALUE,0
BlowerAxial,AcquisitionProperties,DESCRIPTION,System property which can not be removed
BlowerAxial,AcquisitionProperties,DISPLAYNAME,AcquisitionProperties
BlowerAxial,AcquisitionProperties,ISHIDDEN,true
BlowerAxial,AcquisitionProperties,ISREADONLY,true
BlowerAxial,AcquisitionProperties,ISREMOVABLE,false
BlowerAxial,AcquisitionProperties,TYPE,PnPStringType
BlowerAxial,Tag,DESCRIPTION,System property which can not be removed
BlowerAxial,Tag,ISHIDDEN,false
BlowerAxial,Tag,ISREADONLY,false
BlowerAxial,Tag,ISREMOVABLE,false
BlowerAxial,Tag,TYPE,PnPStringType
BlowerAxial,Type,DESCRIPTION,System property which can not be removed
BlowerAxial,Type,ISHIDDEN,false
BlowerAxial,Type,ISREADONLY,true
BlowerAxial,Type,ISREMOVABLE,false
BlowerAxial,Type,PICKLISTNAME,Equipment_Types
BlowerAxial,Type,PICKLISTTYPE,Regular
BlowerAxial,Type,TYPE,PnPPickListType
BlowerAxial,Type,VALUE,B
BlowerAxial,EquipmentSpec,DISPLAYNAME,Equipment Spec
BlowerAxial,EquipmentSpec,ISHIDDEN,false
BlowerAxial,EquipmentSpec,ISREADONLY,false
BlowerAxial,EquipmentSpec,ISREMOVABLE,true
BlowerAxial,EquipmentSpec,TYPE,PnPStringType
BlowerAxial,Weight,ISHIDDEN,false
BlowerAxial,Weight,ISREADONLY,false
BlowerAxial,Weight,ISREMOVABLE,true
BlowerAxial,Weight,TYPE,PnPStringType
BlowerAxial,MaterialOfConstruction,DISPLAYNAME,Material of Construction
BlowerAxial,MaterialOfConstruction,ISHIDDEN,false
BlowerAxial,MaterialOfConstruction,ISREADONLY,false
BlowerAxial,MaterialOfConstruction,ISREMOVABLE,true
BlowerAxial,MaterialOfConstruction,TYPE,PnPStringType
BlowerAxial,FlowCapacity,DISPLAYNAME,Flow Capacity
BlowerAxial,FlowCapacity,ISHIDDEN,false
BlowerAxial,FlowCapacity,ISREADONLY,false
BlowerAxial,FlowCapacity,ISREMOVABLE,true
BlowerAxial,FlowCapacity,TYPE,PnPNumberUnitType
BlowerAxial,Power,ISHIDDEN,false
BlowerAxial,Power,ISREADONLY,false
BlowerAxial,Power,ISREMOVABLE,true
BlowerAxial,Power,TYPE,PnPNumberUnitType
Compressors,ClassName,ISREADONLY,true
Compressors,ClassName,TYPE,PnPStringType
Compressors,ClassName,VALUE,Compressors
Compressors,Description,TYPE,PnPStringType
Compressors,Description,VALUE,COMPRESSORS
Compressors,Type,PICKLISTTYPE,Regular
Compressors,Type,TYPE,PnPPickListType
Compressors,Type,VALUE,C
Compressors,MaterialOfConstruction,DISPLAYNAME,Material of Construction
Compressors,MaterialOfConstruction,TYPE,PnPStringType
Compressors,FlowCapacity,DISPLAYNAME,Flow Capacity
Compressors,FlowCapacity,ISHIDDEN,false
Compressors,FlowCapacity,ISREADONLY,false
Compressors,FlowCapacity,ISREMOVABLE,true
Compressors,FlowCapacity,TYPE,PnPNumberUnitType
Compressors,Power,ISHIDDEN,false
Compressors,Power,ISREADONLY,false
Compressors,Power,ISREMOVABLE,true
Compressors,Power,TYPE,PnPNumberUnitType
CentrifugalCompressor,ClassName,ISREADONLY,true
CentrifugalCompressor,ClassName,TYPE,PnPStringType
CentrifugalCompressor,ClassName,VALUE,Centrifugal Compressor
CentrifugalCompressor,Description,TYPE,PnPStringType
CentrifugalCompressor,Description,VALUE,CENTRIFUGAL COMPRESSOR
DiaphragmCompressor,ClassName,ISREADONLY,true
DiaphragmCompressor,ClassName,TYPE,PnPStringType
DiaphragmCompressor,ClassName,VALUE,Diaphragm Compressor
DiaphragmCompressor,Description,TYPE,PnPStringType
DiaphragmCompressor,Description,VALUE,DIAPHRAGM COMPRESSOR
EjectorCompressor,ClassName,ISREADONLY,true
EjectorCompressor,ClassName,TYPE,PnPStringType
EjectorCompressor,ClassName,VALUE,Ejector Compressor
EjectorCompressor,Description,TYPE,PnPStringType
EjectorCompressor,Description,VALUE,EJECTOR COMPRESSOR
GeneralCompressor,ClassName,ISREADONLY,true
GeneralCompressor,ClassName,TYPE,PnPStringType
GeneralCompressor,ClassName,VALUE,General Compressor
GeneralCompressor,Description,TYPE,PnPStringType
GeneralCompressor,Description,VALUE,GENERAL COMPRESSOR
LiquidRingCompressor,ClassName,ISREADONLY,true
LiquidRingCompressor,ClassName,TYPE,PnPStringType
LiquidRingCompressor,ClassName,VALUE,Liquid Ring Compressor
LiquidRingCompressor,Description,TYPE,PnPStringType
LiquidRingCompressor,Description,VALUE,LIQUID RING COMPRESSOR
PositiveDisplacementCompressor,ClassName,ISREADONLY,true
PositiveDisplacementCompressor,ClassName,TYPE,PnPStringType
PositiveDisplacementCompressor,ClassName,VALUE,Positive Displacement Compressor
PositiveDisplacementCompressor,Description,TYPE,PnPStringType
PositiveDisplacementCompressor,Description,VALUE,POSITIVE DISPLACEMENT COMPRESSOR
ReciprocatingCompressor,ClassName,ISREADONLY,true
ReciprocatingCompressor,ClassName,TYPE,PnPStringType
ReciprocatingCompressor,ClassName,VALUE,Reciprocating Compressor
ReciprocatingCompressor,Description,TYPE,PnPStringType
ReciprocatingCompressor,Description,VALUE,RECIPROCATING COMPRESSOR
RollerVaneCompressor,ClassName,ISREADONLY,true
RollerVaneCompressor,ClassName,TYPE,PnPStringType
RollerVaneCompressor,ClassName,VALUE,Roller Vane Compressor
RollerVaneCompressor,Description,TYPE,PnPStringType
RollerVaneCompressor,Description,VALUE,ROLLER VANE COMPRESSOR
RotaryCompressor,ClassName,ISREADONLY,true
RotaryCompressor,ClassName,TYPE,PnPStringType
RotaryCompressor,ClassName,VALUE,Rotary Compressor
RotaryCompressor,Description,TYPE,PnPStringType
RotaryCompressor,Description,VALUE,ROTARY COMPRESSOR
ScrewCompressor,ClassName,ISREADONLY,true
ScrewCompressor,ClassName,TYPE,PnPStringType
ScrewCompressor,ClassName,VALUE,Screw Compressor
ScrewCompressor,Description,TYPE,PnPStringType
ScrewCompressor,Description,VALUE,SCREW COMPRESSOR
TurboCompressor,ClassName,ISREADONLY,true
TurboCompressor,ClassName,TYPE,PnPStringType
TurboCompressor,ClassName,VALUE,Turbo Compressor
TurboCompressor,Description,TYPE,PnPStringType
TurboCompressor,Description,VALUE,TURBO COMPRESSOR
ReciprocatingDiaphragmCompressor,Description,VALUE,COMPRESSORS
RotaryPistonCompressor,Description,VALUE,COMPRESSORS
TurboCompressorAxialFlow,Description,VALUE,COMPRESSORS
TurboCompressorRadialFlow,Description,VALUE,COMPRESSORS
ImpellerVanePitchAdjustmentDevice,Description,VALUE,COMPRESSORS
GuideVanePitchAdjustmentDevice,Description,VALUE,COMPRESSORS
RootsCompressor,Description,VALUE,COMPRESSORS
JetCompressor,Description,VALUE,COMPRESSORS
Conveyors,ClassName,ISREADONLY,true
Conveyors,ClassName,TYPE,PnPStringType
Conveyors,ClassName,VALUE,Conveyors
Conveyors,Description,TYPE,PnPStringType
Conveyors,Description,VALUE,CONVEYORS
Conveyors,Length,ISHIDDEN,false
Conveyors,Length,ISREADONLY,false
Conveyors,Length,ISREMOVABLE,true
Conveyors,Length,TYPE,PnPNumberUnitType
BeltConveyor,ClassName,ISREADONLY,true
BeltConveyor,ClassName,TYPE,PnPStringType
BeltConveyor,ClassName,VALUE,Belt Conveyor
BeltConveyor,Description,TYPE,PnPStringType
BeltConveyor,Description,VALUE,BELT CONVEYOR
BucketConveyor,ClassName,ISREADONLY,true
BucketConveyor,ClassName,TYPE,PnPStringType
BucketConveyor,ClassName,VALUE,Bucket Elevator
BucketConveyor,Description,TYPE,PnPStringType
BucketConveyor,Description,VALUE,BUCKET ELEVATOR
ChainConveyor,ClassName,ISREADONLY,true
ChainConveyor,ClassName,TYPE,PnPStringType
ChainConveyor,ClassName,VALUE,Chain Conveyor
ChainConveyor,Description,TYPE,PnPStringType
ChainConveyor,Description,VALUE,CHAIN CONVEYOR
GeneralConveyor,ClassName,ISREADONLY,true
GeneralConveyor,ClassName,TYPE,PnPStringType
GeneralConveyor,ClassName,VALUE,General Conveyor
GeneralConveyor,Description,TYPE,PnPStringType
GeneralConveyor,Description,VALUE,GENERAL CONVEYOR
ScrewConveyor,ClassName,ISREADONLY,true
ScrewConveyor,ClassName,TYPE,PnPStringType
ScrewConveyor,ClassName,VALUE,Screw Conveyor
ScrewConveyor,Description,TYPE,PnPStringType
ScrewConveyor,Description,VALUE,SCREW CONVEYOR
VibratingConveyor,ClassName,ISREADONLY,true
VibratingConveyor,ClassName,TYPE,PnPStringType
VibratingConveyor,ClassName,VALUE,Vibrating Conveyor
VibratingConveyor,Description,TYPE,PnPStringType
VibratingConveyor,Description,VALUE,VIBRATING CONVEYOR
ReversingContinuousConveyor,Description,VALUE,CONVEYORS
SteelApronConveyor,Description,VALUE,CONVEYORS
BoxConveyor,Description,VALUE,CONVEYORS
ScraperConveyor,Description,VALUE,CONVEYORS
TroughedChainConveyor,Description,VALUE,CONVEYORS
Crushers,ClassName,ISREADONLY,true
Crushers,ClassName,TYPE,PnPStringType
Crushers,ClassName,VALUE,Crushers
Crushers,Description,TYPE,PnPStringType
Crushers,Description,VALUE,CRUSHERS
Crushers,Volume,ISHIDDEN,false
Crushers,Volume,ISREADONLY,false
Crushers,Volume,ISREMOVABLE,true
Crushers,Volume,TYPE,PnPNumberUnitType
ConeCrusher,ClassName,ISREADONLY,true
ConeCrusher,ClassName,TYPE,PnPStringType
ConeCrusher,ClassName,VALUE,Cone Crusher
ConeCrusher,Description,TYPE,PnPStringType
ConeCrusher,Description,VALUE,CONE CRUSHER
GeneralCrusher,ClassName,ISREADONLY,true
GeneralCrusher,ClassName,TYPE,PnPStringType
GeneralCrusher,ClassName,VALUE,General Crusher
GeneralCrusher,Description,TYPE,PnPStringType
GeneralCrusher,Description,VALUE,GENERAL CRUSHER
GeneralCrushingMachine,ClassName,ISREADONLY,true
GeneralCrushingMachine,ClassName,TYPE,PnPStringType
GeneralCrushingMachine,ClassName,VALUE,General Crushing Machine
GeneralCrushingMachine,Description,TYPE,PnPStringType
GeneralCrushingMachine,Description,VALUE,GENERAL CRUSHING MACHINE
GeneralMill,ClassName,ISREADONLY,true
GeneralMill,ClassName,TYPE,PnPStringType
GeneralMill,ClassName,VALUE,General Mill
GeneralMill,Description,TYPE,PnPStringType
GeneralMill,Description,VALUE,GENERAL MILL
HammerCrusher,ClassName,ISREADONLY,true
HammerCrusher,ClassName,TYPE,PnPStringType
HammerCrusher,ClassName,VALUE,Hammer Crusher
HammerCrusher,Description,TYPE,PnPStringType
HammerCrusher,Description,VALUE,HAMMER CRUSHER
HammerMill,ClassName,ISREADONLY,true
HammerMill,ClassName,TYPE,PnPStringType
HammerMill,ClassName,VALUE,Hammer Mill
HammerMill,Description,TYPE,PnPStringType
HammerMill,Description,VALUE,HAMMER MILL
ImpactCrusher,ClassName,ISREADONLY,true
ImpactCrusher,ClassName,TYPE,PnPStringType
ImpactCrusher,ClassName,VALUE,Impact Crusher
ImpactCrusher,Description,TYPE,PnPStringType
ImpactCrusher,Description,VALUE,IMPACT CRUSHER
ImpactMill,ClassName,ISREADONLY,true
ImpactMill,ClassName,TYPE,PnPStringType
ImpactMill,ClassName,VALUE,Impact Mill
ImpactMill,Description,TYPE,PnPStringType
ImpactMill,Description,VALUE,IMPACT MILL
JawCrusher,ClassName,ISREADONLY,true
JawCrusher,ClassName,TYPE,PnPStringType
JawCrusher,ClassName,VALUE,Jaw Crusher
JawCrusher,Description,TYPE,PnPStringType
JawCrusher,Description,VALUE,JAW CRUSHER
JetMill,ClassName,ISREADONLY,true
JetMill,ClassName,TYPE,PnPStringType
JetMill,ClassName,VALUE,Jet Mill
JetMill,Description,TYPE,PnPStringType
JetMill,Description,VALUE,JET MILL
RollerCrusher,ClassName,ISREADONLY,true
RollerCrusher,ClassName,TYPE,PnPStringType
RollerCrusher,ClassName,VALUE,Roller Crusher
RollerCrusher,Description,TYPE,PnPStringType
RollerCrusher,Description,VALUE,ROLLER CRUSHER
RollerMill,ClassName,ISREADONLY,true
RollerMill,ClassName,TYPE,PnPStringType
RollerMill,ClassName,VALUE,Roller Mill
RollerMill,Description,TYPE,PnPStringType
RollerMill,Description,VALUE,ROLLER MILL
VibrationMill,ClassName,ISREADONLY,true
VibrationMill,ClassName,TYPE,PnPStringType
VibrationMill,ClassName,VALUE,Vibration Mill
VibrationMill,Description,TYPE,PnPStringType
VibrationMill,Description,VALUE,VIBRATION MILL
BallMill,Description,VALUE,CRUSHERS
TubeMill,Description,VALUE,CRUSHERS
Driers,ClassName,ISREADONLY,true
Driers,ClassName,TYPE,PnPStringType
Driers,ClassName,VALUE,Driers
Driers,Description,TYPE,PnPStringType
Driers,Description,VALUE,DRIERS
Driers,Volume,ISHIDDEN,false
Driers,Volume,ISREADONLY,false
Driers,Volume,ISREMOVABLE,true
Driers,Volume,TYPE,PnPNumberUnitType
Driers,DesignPressure,DISPLAYNAME,Design Pressure
Driers,DesignPressure,ISHIDDEN,false
Driers,DesignPressure,ISREADONLY,false
Driers,DesignPressure,ISREMOVABLE,true
Driers,DesignPressure,TYPE,PnPNumberUnitType
Driers,DesignTemperature,DISPLAYNAME,Design Temperature
Driers,DesignTemperature,ISHIDDEN,false
Driers,DesignTemperature,ISREADONLY,false
Driers,DesignTemperature,ISREMOVABLE,true
Driers,DesignTemperature,TYPE,PnPNumberUnitType
Driers,TransferArea,DISPLAYNAME,Transfer Area
Driers,TransferArea,ISHIDDEN,false
Driers,TransferArea,ISREADONLY,false
Driers,TransferArea,ISREMOVABLE,true
Driers,TransferArea,TYPE,PnPNumberUnitType
Driers,Insulation,ISHIDDEN,false
Driers,Insulation,ISREADONLY,false
Driers,Insulation,ISREMOVABLE,true
Driers,Insulation,TYPE,PnPStringType
DiskMovingShelfTurboDrier,ClassName,ISREADONLY,true
DiskMovingShelfTurboDrier,ClassName,TYPE,PnPStringType
DiskMovingShelfTurboDrier,ClassName,VALUE,Disk Drier
DiskMovingShelfTurboDrier,Description,TYPE,PnPStringType
DiskMovingShelfTurboDrier,Description,VALUE,DISK DRIER
FluidizedBedDrier,ClassName,ISREADONLY,true
FluidizedBedDrier,ClassName,TYPE,PnPStringType
FluidizedBedDrier,ClassName,VALUE,Fluidized Bed Drier
FluidizedBedDrier,Description,TYPE,PnPStringType
FluidizedBedDrier,Description,VALUE,FLUIDIZED BED DRIER
GeneralDrier,ClassName,ISREADONLY,true
GeneralDrier,ClassName,TYPE,PnPStringType
GeneralDrier,ClassName,VALUE,General Drier
GeneralDrier,Description,TYPE,PnPStringType
GeneralDrier,Description,VALUE,GENERAL DRIER
OvenShelfDrier,ClassName,ISREADONLY,true
OvenShelfDrier,ClassName,TYPE,PnPStringType
OvenShelfDrier,ClassName,VALUE,Oven Shelf Drier
OvenShelfDrier,Description,TYPE,PnPStringType
OvenShelfDrier,Description,VALUE,OVEN SHELF DRIER
RollerConveyoryDrier,ClassName,ISREADONLY,true
RollerConveyoryDrier,ClassName,TYPE,PnPStringType
RollerConveyoryDrier,ClassName,VALUE,Roller-Conveyor Type Drier
RollerConveyoryDrier,Description,TYPE,PnPStringType
RollerConveyoryDrier,Description,VALUE,ROLLER-CONVEYOR TYPE DRIER
RotaryDrumDrier,ClassName,ISREADONLY,true
RotaryDrumDrier,ClassName,TYPE,PnPStringType
RotaryDrumDrier,ClassName,VALUE,Rotary Drum Drier
RotaryDrumDrier,Description,TYPE,PnPStringType
RotaryDrumDrier,Description,VALUE,ROTARY DRUM DRIER
SprayDrier,ClassName,ISREADONLY,true
SprayDrier,ClassName,TYPE,PnPStringType
SprayDrier,ClassName,VALUE,Spray Drier
SprayDrier,Description,TYPE,PnPStringType
SprayDrier,Description,VALUE,SPRAY DRIER
Filters,ClassName,ISREADONLY,true
Filters,ClassName,TYPE,PnPStringType
Filters,ClassName,VALUE,Filters
Filters,Description,TYPE,PnPStringType
Filters,Description,VALUE,FILTERS
Filters,CartridgeType,DISPLAYNAME,Cartridge Type
Filters,CartridgeType,ISHIDDEN,false
Filters,CartridgeType,ISREADONLY,false
Filters,CartridgeType,ISREMOVABLE,true
Filters,CartridgeType,TYPE,PnPStringType
Filters,Efficiency,ISHIDDEN,false
Filters,Efficiency,ISREADONLY,false
Filters,Efficiency,ISREMOVABLE,true
Filters,Efficiency,TYPE,PnPStringType
Filters,Rating,ISHIDDEN,false
Filters,Rating,ISREADONLY,false
Filters,Rating,ISREMOVABLE,true
Filters,Rating,TYPE,PnPStringType
Filters,DesignPressure,DISPLAYNAME,Design Pressure
Filters,DesignPressure,ISHIDDEN,false
Filters,DesignPressure,ISREADONLY,false
Filters,DesignPressure,ISREMOVABLE,true
Filters,DesignPressure,TYPE,PnPNumberUnitType
Filters,DesignTemperature,DISPLAYNAME,Design Temperature
Filters,DesignTemperature,ISHIDDEN,false
Filters,DesignTemperature,ISREADONLY,false
Filters,DesignTemperature,ISREMOVABLE,true
Filters,DesignTemperature,TYPE,PnPNumberUnitType
Filters,Insulation,ISHIDDEN,false
Filters,Insulation,ISREADONLY,false
Filters,Insulation,ISREMOVABLE,true
Filters,Insulation,TYPE,PnPStringType
ActivatedCarbonFilter,ClassName,ISREADONLY,true
ActivatedCarbonFilter,ClassName,TYPE,PnPStringType
ActivatedCarbonFilter,ClassName,VALUE,Activated Carbon Filter
ActivatedCarbonFilter,Description,TYPE,PnPStringType
ActivatedCarbonFilter,Description,VALUE,ACTIVATED CARBON FILTER
BeltFilterForFluids,ClassName,ISREADONLY,true
BeltFilterForFluids,ClassName,TYPE,PnPStringType
BeltFilterForFluids,ClassName,VALUE,Belt Filter for Fluids
BeltFilterForFluids,Description,TYPE,PnPStringType
BeltFilterForFluids,Description,VALUE,BELT FILTER FOR FLUIDS
BeltForGasesFilter,ClassName,ISREADONLY,true
BeltForGasesFilter,ClassName,TYPE,PnPStringType
BeltForGasesFilter,ClassName,VALUE,Belt For Gases Filter
BeltForGasesFilter,Description,TYPE,PnPStringType
BeltForGasesFilter,Description,VALUE,BELT FOR GASES FILTER
CartridgeFilter,ClassName,ISREADONLY,true
CartridgeFilter,ClassName,TYPE,PnPStringType
CartridgeFilter,ClassName,VALUE,Cartridge Filter
CartridgeFilter,Description,TYPE,PnPStringType
CartridgeFilter,Description,VALUE,CARTRIDGE FILTER
CartridgeFilterForGases,ClassName,ISREADONLY,true
CartridgeFilterForGases,ClassName,TYPE,PnPStringType
CartridgeFilterForGases,ClassName,VALUE,Cartridge Filter for Gases
CartridgeFilterForGases,Description,TYPE,PnPStringType
CartridgeFilterForGases,Description,VALUE,CARTRIDGE FILTER FOR GASES
CentrifugeGeneral,ClassName,ISREADONLY,true
CentrifugeGeneral,ClassName,TYPE,PnPStringType
CentrifugeGeneral,ClassName,VALUE,Centrifuge General
CentrifugeGeneral,Description,TYPE,PnPStringType
CentrifugeGeneral,Description,VALUE,CENTRIFUGE GENERAL
DrumFilter,ClassName,ISREADONLY,true
DrumFilter,ClassName,TYPE,PnPStringType
DrumFilter,ClassName,VALUE,Drum Filter
DrumFilter,Description,TYPE,PnPStringType
DrumFilter,Description,VALUE,DRUM FILTER
Filter,ClassName,ISREADONLY,true
Filter,ClassName,TYPE,PnPStringType
Filter,ClassName,VALUE,Filter
Filter,Description,TYPE,PnPStringType
Filter,Description,VALUE,FILTER
FixedBedFilter,ClassName,ISREADONLY,true
FixedBedFilter,ClassName,TYPE,PnPStringType
FixedBedFilter,ClassName,VALUE,Fixed Bed Filter
FixedBedFilter,Description,TYPE,PnPStringType
FixedBedFilter,Description,VALUE,FIXED BED FILTER
GasAirFilter,ClassName,ISREADONLY,true
GasAirFilter,ClassName,TYPE,PnPStringType
GasAirFilter,ClassName,VALUE,Gas Air Filter
GasAirFilter,Description,TYPE,PnPStringType
GasAirFilter,Description,VALUE,GAS AIR FILTER
GeneralGasAirFilter,ClassName,ISREADONLY,true
GeneralGasAirFilter,ClassName,TYPE,PnPStringType
