TableName,ColumnName,AttributeName,AttributeValue
GlobeValve,Description,TYPE,PnPStringType
GlobeValve,Description,VALUE,GLOBE VALVE
GlobeValve,Size,PICKLISTTYPE,Regular
GlobeValve,Size,TYPE,PnPPickListType
GlobeValve,Spec,PICKLISTNAME,Pipe_Specs
GlobeValve,Spec,PICKLISTTYPE,Regular
GlobeValve,Spec,TYPE,PnPPickListType
GlobeValve,Normally,DESCRIPTION,System property which can not be removed
GlobeValve,Normally,ISREADONLY,false
GlobeValve,Normally,ISREMOVABLE,false
GlobeValve,Normally,PICKLISTNAME,SSPL$GlobeValve_Normally
GlobeValve,Normally,PICKLISTTYPE,SymbolSelect
GlobeValve,Normally,TYPE,PnPPickListType
GlobeValve,Normally,VALUE,NO
KnifeValve,ClassName,ISREADONLY,true
KnifeValve,ClassName,TYPE,PnPStringType
KnifeValve,ClassName,VALUE,Knife Valve
KnifeValve,Description,TYPE,PnPStringType
KnifeValve,Description,VALUE,KNIFE VALVE
KnifeValve,Size,PICKLISTTYPE,Regular
KnifeValve,Size,TYPE,PnPPickListType
KnifeValve,Spec,PICKLISTNAME,Pipe_Specs
KnifeValve,Spec,PICKLISTTYPE,Regular
KnifeValve,Spec,TYPE,PnPPickListType
KnifeValve,Normally,DESCRIPTION,System property which can not be removed
KnifeValve,Normally,ISREADONLY,false
KnifeValve,Normally,ISREMOVABLE,false
KnifeValve,Normally,PICKLISTNAME,SSPL$KnifeValve_Normally
KnifeValve,Normally,PICKLISTTYPE,SymbolSelect
KnifeValve,Normally,TYPE,PnPPickListType
KnifeValve,Normally,VALUE,NO
LiftCheckValve,ClassName,ISREADONLY,true
LiftCheckValve,ClassName,TYPE,PnPStringType
LiftCheckValve,ClassName,VALUE,Lift Check Valve
LiftCheckValve,Description,TYPE,PnPStringType
LiftCheckValve,Description,VALUE,LIFT CHECK VALVE
LiftCheckValve,Normally,DESCRIPTION,System property which can not be removed
LiftCheckValve,Normally,ISREADONLY,false
LiftCheckValve,Normally,ISREMOVABLE,false
LiftCheckValve,Normally,PICKLISTNAME,SSPL$LiftCheckValve_Normally
LiftCheckValve,Normally,PICKLISTTYPE,SymbolSelect
LiftCheckValve,Normally,TYPE,PnPPickListType
LiftCheckValve,Normally,VALUE,NO
NeedleValve,ClassName,ISREADONLY,true
NeedleValve,ClassName,TYPE,PnPStringType
NeedleValve,ClassName,VALUE,Needle Valve
NeedleValve,Description,TYPE,PnPStringType
NeedleValve,Description,VALUE,NEEDLE VALVE
NeedleValve,Size,PICKLISTTYPE,Regular
NeedleValve,Size,TYPE,PnPPickListType
NeedleValve,Spec,PICKLISTNAME,Pipe_Specs
NeedleValve,Spec,PICKLISTTYPE,Regular
NeedleValve,Spec,TYPE,PnPPickListType
NeedleValve,Normally,DESCRIPTION,System property which can not be removed
NeedleValve,Normally,ISREADONLY,false
NeedleValve,Normally,ISREMOVABLE,false
NeedleValve,Normally,PICKLISTNAME,SSPL$NeedleValve_Normally
NeedleValve,Normally,PICKLISTTYPE,SymbolSelect
NeedleValve,Normally,TYPE,PnPPickListType
NeedleValve,Normally,VALUE,NO
PinchValve,ClassName,ISREADONLY,true
PinchValve,ClassName,TYPE,PnPStringType
PinchValve,ClassName,VALUE,Pinch Valve
PinchValve,Description,TYPE,PnPStringType
PinchValve,Description,VALUE,PINCH VALVE
PinchValve,Size,PICKLISTTYPE,Regular
PinchValve,Size,TYPE,PnPPickListType
PinchValve,Spec,PICKLISTNAME,Pipe_Specs
PinchValve,Spec,PICKLISTTYPE,Regular
PinchValve,Spec,TYPE,PnPPickListType
PinchValve,Normally,DESCRIPTION,System property which can not be removed
PinchValve,Normally,ISREADONLY,false
PinchValve,Normally,ISREMOVABLE,false
PinchValve,Normally,PICKLISTNAME,SSPL$PinchValve_Normally
PinchValve,Normally,PICKLISTTYPE,SymbolSelect
PinchValve,Normally,TYPE,PnPPickListType
PinchValve,Normally,VALUE,NO
PlugValve,ClassName,ISREADONLY,true
PlugValve,ClassName,TYPE,PnPStringType
PlugValve,ClassName,VALUE,Plug Valve
PlugValve,Description,TYPE,PnPStringType
PlugValve,Description,VALUE,PLUG VALVE
PlugValve,Size,PICKLISTTYPE,Regular
PlugValve,Size,TYPE,PnPPickListType
PlugValve,Spec,PICKLISTNAME,Pipe_Specs
PlugValve,Spec,PICKLISTTYPE,Regular
PlugValve,Spec,TYPE,PnPPickListType
PlugValve,Normally,DESCRIPTION,System property which can not be removed
PlugValve,Normally,ISREADONLY,false
PlugValve,Normally,ISREMOVABLE,false
PlugValve,Normally,PICKLISTNAME,SSPL$PlugValve_Normally
PlugValve,Normally,PICKLISTTYPE,SymbolSelect
PlugValve,Normally,TYPE,PnPPickListType
PlugValve,Normally,VALUE,NO
RotaryValve,ClassName,ISREADONLY,true
RotaryValve,ClassName,TYPE,PnPStringType
RotaryValve,ClassName,VALUE,Rotary Valve
RotaryValve,Description,TYPE,PnPStringType
RotaryValve,Description,VALUE,ROTARY VALVE
RotaryValve,Size,PICKLISTTYPE,Regular
RotaryValve,Size,TYPE,PnPPickListType
RotaryValve,Spec,PICKLISTNAME,Pipe_Specs
RotaryValve,Spec,PICKLISTTYPE,Regular
RotaryValve,Spec,TYPE,PnPPickListType
RotaryValve,Normally,DESCRIPTION,System property which can not be removed
RotaryValve,Normally,ISREADONLY,false
RotaryValve,Normally,ISREMOVABLE,false
RotaryValve,Normally,PICKLISTNAME,SSPL$RotaryValve_Normally
RotaryValve,Normally,PICKLISTTYPE,SymbolSelect
RotaryValve,Normally,TYPE,PnPPickListType
RotaryValve,Normally,VALUE,NO
StopCheckValve,ClassName,ISREADONLY,true
StopCheckValve,ClassName,TYPE,PnPStringType
StopCheckValve,ClassName,VALUE,Stop Check Valve
StopCheckValve,Description,TYPE,PnPStringType
StopCheckValve,Description,VALUE,STOP CHECK VALVE
StopCheckValve,Size,PICKLISTTYPE,Regular
StopCheckValve,Size,TYPE,PnPPickListType
StopCheckValve,Spec,PICKLISTNAME,Pipe_Specs
StopCheckValve,Spec,PICKLISTTYPE,Regular
StopCheckValve,Spec,TYPE,PnPPickListType
StopCheckValve,Normally,DESCRIPTION,System property which can not be removed
StopCheckValve,Normally,ISREADONLY,false
StopCheckValve,Normally,ISREMOVABLE,false
StopCheckValve,Normally,PICKLISTNAME,SSPL$StopCheckValve_Normally
StopCheckValve,Normally,PICKLISTTYPE,SymbolSelect
StopCheckValve,Normally,TYPE,PnPPickListType
StopCheckValve,Normally,VALUE,NO
SwingCheckValve,ClassName,ISREADONLY,true
SwingCheckValve,ClassName,TYPE,PnPStringType
SwingCheckValve,ClassName,VALUE,Swing Check Valve
SwingCheckValve,Description,TYPE,PnPStringType
SwingCheckValve,Description,VALUE,SWING CHECK VALVE
SwingCheckValve,Normally,DESCRIPTION,System property which can not be removed
SwingCheckValve,Normally,ISREADONLY,false
SwingCheckValve,Normally,ISREMOVABLE,false
SwingCheckValve,Normally,PICKLISTNAME,SSPL$SwingCheckValve_Normally
SwingCheckValve,Normally,PICKLISTTYPE,SymbolSelect
SwingCheckValve,Normally,TYPE,PnPPickListType
SwingCheckValve,Normally,VALUE,NO
ThreeWayBallValve,ClassName,ISREADONLY,true
ThreeWayBallValve,ClassName,TYPE,PnPStringType
ThreeWayBallValve,ClassName,VALUE,Three Way Ball Valve
ThreeWayBallValve,Description,TYPE,PnPStringType
ThreeWayBallValve,Description,VALUE,THREE WAY BALL VALVE
ThreeWayBallValve,Normally,DESCRIPTION,System property which can not be removed
ThreeWayBallValve,Normally,ISREADONLY,false
ThreeWayBallValve,Normally,ISREMOVABLE,false
ThreeWayBallValve,Normally,PICKLISTNAME,SSPL$ThreeWayBallValve_Normally
ThreeWayBallValve,Normally,PICKLISTTYPE,SymbolSelect
ThreeWayBallValve,Normally,TYPE,PnPPickListType
ThreeWayBallValve,Normally,VALUE,NO
ThreeWayGlobeValve,ClassName,ISREADONLY,true
ThreeWayGlobeValve,ClassName,TYPE,PnPStringType
ThreeWayGlobeValve,ClassName,VALUE,Three Way Globe Valve
ThreeWayGlobeValve,Description,TYPE,PnPStringType
ThreeWayGlobeValve,Description,VALUE,THREE WAY GLOBE VALVE
ThreeWayGlobeValve,Normally,DESCRIPTION,System property which can not be removed
ThreeWayGlobeValve,Normally,ISREADONLY,false
ThreeWayGlobeValve,Normally,ISREMOVABLE,false
ThreeWayGlobeValve,Normally,PICKLISTNAME,SSPL$ThreeWayGlobeValve_Normally
ThreeWayGlobeValve,Normally,PICKLISTTYPE,SymbolSelect
ThreeWayGlobeValve,Normally,TYPE,PnPPickListType
ThreeWayGlobeValve,Normally,VALUE,NO
ThreeWayValve,ClassName,ISREADONLY,true
ThreeWayValve,ClassName,TYPE,PnPStringType
ThreeWayValve,ClassName,VALUE,Three Way Valve
ThreeWayValve,Description,TYPE,PnPStringType
ThreeWayValve,Description,VALUE,THREE WAY VALVE
ThreeWayValve,Size,PICKLISTTYPE,Regular
ThreeWayValve,Size,TYPE,PnPPickListType
ThreeWayValve,Spec,PICKLISTNAME,Pipe_Specs
ThreeWayValve,Spec,PICKLISTTYPE,Regular
ThreeWayValve,Spec,TYPE,PnPPickListType
ThreeWayValve,Normally,DESCRIPTION,System property which can not be removed
ThreeWayValve,Normally,ISREADONLY,false
ThreeWayValve,Normally,ISREMOVABLE,false
ThreeWayValve,Normally,PICKLISTNAME,SSPL$ThreeWayValve_Normally
ThreeWayValve,Normally,PICKLISTTYPE,SymbolSelect
ThreeWayValve,Normally,TYPE,PnPPickListType
ThreeWayValve,Normally,VALUE,NO
ValveGeneral,ClassName,ISREADONLY,true
ValveGeneral,ClassName,TYPE,PnPStringType
ValveGeneral,ClassName,VALUE,Valve General
ValveGeneral,Description,TYPE,PnPStringType
ValveGeneral,Description,VALUE,VALVE GENERAL
ValveGeneral,Normally,DESCRIPTION,System property which can not be removed
ValveGeneral,Normally,ISREADONLY,false
ValveGeneral,Normally,ISREMOVABLE,false
ValveGeneral,Normally,PICKLISTNAME,SSPL$ValveGeneral_Normally
ValveGeneral,Normally,PICKLISTTYPE,SymbolSelect
ValveGeneral,Normally,TYPE,PnPPickListType
ValveGeneral,Normally,VALUE,NO
StraightwayCheckValve,Description,VALUE,HAND VALVES
ScrewdownStraightwayCheckValve,Description,VALUE,HAND VALVES
AngleCheckValve,Description,VALUE,HAND VALVES
ScrewdownAngleCheckValve,Description,VALUE,HAND VALVES
BallCheckValve,Description,VALUE,HAND VALVES
StraightwayProgressiveAdjustment,Description,VALUE,HAND VALVES
AngleValveProgressiveAdjustmentCharacteristic,Description,VALUE,HAND VALVES
BallFloatValve,Description,VALUE,HAND VALVES
HoseClamp,Description,VALUE,HAND VALVES
StraightwayPressureReducing,Description,VALUE,HAND VALVES
StraightwayPressureReducingInjection,Description,VALUE,HAND VALVES
AnglePressureReducingInjection,Description,VALUE,HAND VALVES
ThreewayPressureReducingInjection,Description,VALUE,HAND VALVES
GateValveprogressiveAdjustment,Description,VALUE,HAND VALVES
ButterflyValveProgressiveAdjustmentCharacteristic,Description,VALUE,HAND VALVES
LouverDamper,Description,VALUE,HAND VALVES
RollShutterDamper,Description,VALUE,HAND VALVES
FlowLimiterWithOrificePlate,Description,VALUE,HAND VALVES
InspectionGlass,Description,VALUE,HAND VALVES
MixingSection,Description,VALUE,HAND VALVES
FreezingSection,Description,VALUE,HAND VALVES
CoolingSection,Description,VALUE,HAND VALVES
CoolingTrapGeneral,Description,VALUE,HAND VALVES
SoundAbsorberGeneral,Description,VALUE,HAND VALVES
DetonationSafeguardPipelines,Description,VALUE,HAND VALVES
FlashbackArrester,Description,VALUE,HAND VALVES
VapourTrapGeneral,Description,VALUE,HAND VALVES
PipingFittings,ClassName,ISREADONLY,true
PipingFittings,ClassName,TYPE,PnPStringType
PipingFittings,ClassName,VALUE,Piping Fittings
PipingFittings,Description,TYPE,PnPStringType
PipingFittings,Description,VALUE,PIPING FITTINGS
PipingFittings,Size,DESCRIPTION,System property which can not be removed
PipingFittings,Size,ISREMOVABLE,false
PipingFittings,Size,PICKLISTTYPE,Regular
PipingFittings,Size,TYPE,PnPPickListType
PipingFittings,Spec,DESCRIPTION,System property which can not be removed
PipingFittings,Spec,ISREMOVABLE,false
PipingFittings,Spec,PICKLISTNAME,Pipe_Specs
PipingFittings,Spec,PICKLISTTYPE,Regular
PipingFittings,Spec,TYPE,PnPPickListType
Blank,ClassName,ISREADONLY,true
Blank,ClassName,TYPE,PnPStringType
Blank,ClassName,VALUE,Blank
Blank,Description,TYPE,PnPStringType
Blank,Description,VALUE,BLANK
Blank,Size,PICKLISTTYPE,Regular
Blank,Size,TYPE,PnPPickListType
Blank,Spec,PICKLISTNAME,Pipe_Specs
Blank,Spec,PICKLISTTYPE,Regular
Blank,Spec,TYPE,PnPPickListType
BlankWithFlanges,ClassName,ISREADONLY,true
BlankWithFlanges,ClassName,TYPE,PnPStringType
BlankWithFlanges,ClassName,VALUE,Blank With Flanges
BlankWithFlanges,Description,TYPE,PnPStringType
BlankWithFlanges,Description,VALUE,BLANK WITH FLANGES
BlindDisk,ClassName,ISREADONLY,true
BlindDisk,ClassName,TYPE,PnPStringType
BlindDisk,ClassName,VALUE,Blind Disk
BlindDisk,Description,TYPE,PnPStringType
BlindDisk,Description,VALUE,BLIND DISK
BlindFlange,ClassName,ISREADONLY,true
BlindFlange,ClassName,TYPE,PnPStringType
BlindFlange,ClassName,VALUE,Blind Flange
BlindFlange,Description,TYPE,PnPStringType
BlindFlange,Description,VALUE,BLIND FLANGE
BlindFlange,Size,PICKLISTTYPE,Regular
BlindFlange,Size,TYPE,PnPPickListType
BlindFlange,Spec,PICKLISTNAME,Pipe_Specs
BlindFlange,Spec,PICKLISTTYPE,Regular
BlindFlange,Spec,TYPE,PnPPickListType
Cap,ClassName,ISREADONLY,true
Cap,ClassName,TYPE,PnPStringType
Cap,ClassName,VALUE,Cap
Cap,Description,TYPE,PnPStringType
Cap,Description,VALUE,CAP
Cap,Size,PICKLISTTYPE,Regular
Cap,Size,TYPE,PnPPickListType
Cap,Spec,PICKLISTNAME,Pipe_Specs
Cap,Spec,PICKLISTTYPE,Regular
Cap,Spec,TYPE,PnPPickListType
ChemicalSeal,ClassName,ISREADONLY,true
ChemicalSeal,ClassName,TYPE,PnPStringType
ChemicalSeal,ClassName,VALUE,Chemical Seal
ChemicalSeal,Description,TYPE,PnPStringType
ChemicalSeal,Description,VALUE,CHEMICAL SEAL
ClosedFigure8Blind,ClassName,ISREADONLY,true
ClosedFigure8Blind,ClassName,TYPE,PnPStringType
ClosedFigure8Blind,ClassName,VALUE,Closed Figure 8 Blind
ClosedFigure8Blind,Description,TYPE,PnPStringType
ClosedFigure8Blind,Description,VALUE,CLOSED FIGURE 8 BLIND
ClosedFigure8Blind,Size,PICKLISTTYPE,Regular
ClosedFigure8Blind,Size,TYPE,PnPPickListType
ClosedFigure8Blind,Spec,PICKLISTNAME,Pipe_Specs
ClosedFigure8Blind,Spec,PICKLISTTYPE,Regular
ClosedFigure8Blind,Spec,TYPE,PnPPickListType
ClosedFigure8BlindWithFlanges,ClassName,ISREADONLY,true
ClosedFigure8BlindWithFlanges,ClassName,TYPE,PnPStringType
ClosedFigure8BlindWithFlanges,ClassName,VALUE,Closed Figure 8 Blind With Flanges
ClosedFigure8BlindWithFlanges,Description,TYPE,PnPStringType
ClosedFigure8BlindWithFlanges,Description,VALUE,CLOSED FIGURE 8 BLIND WITH FLANGES
Coupling,ClassName,ISREADONLY,true
Coupling,ClassName,TYPE,PnPStringType
Coupling,ClassName,VALUE,Coupling
Coupling,Description,TYPE,PnPStringType
Coupling,Description,VALUE,COUPLING
Flange,ClassName,ISREADONLY,true
Flange,ClassName,TYPE,PnPStringType
Flange,ClassName,VALUE,Flange
Flange,Description,TYPE,PnPStringType
Flange,Description,VALUE,FLANGE
Flange,Size,PICKLISTTYPE,Regular
Flange,Size,TYPE,PnPPickListType
Flange,Spec,PICKLISTNAME,Pipe_Specs
Flange,Spec,PICKLISTTYPE,Regular
Flange,Spec,TYPE,PnPPickListType
HoseConnection,ClassName,ISREADONLY,true
HoseConnection,ClassName,TYPE,PnPStringType
HoseConnection,ClassName,VALUE,Hose Connection
HoseConnection,Description,TYPE,PnPStringType
HoseConnection,Description,VALUE,HOSE CONNECTION
HoseConnection,Size,PICKLISTTYPE,Regular
HoseConnection,Size,TYPE,PnPPickListType
HoseConnection,Spec,PICKLISTNAME,Pipe_Specs
HoseConnection,Spec,PICKLISTTYPE,Regular
HoseConnection,Spec,TYPE,PnPPickListType
MixingNozzleInjector,ClassName,ISREADONLY,true
MixingNozzleInjector,ClassName,TYPE,PnPStringType
MixingNozzleInjector,ClassName,VALUE,Mixing Nozzle Injector
MixingNozzleInjector,Description,TYPE,PnPStringType
MixingNozzleInjector,Description,VALUE,MIXING NOZZLE INJECTOR
OpenFigure8Blind,ClassName,ISREADONLY,true
OpenFigure8Blind,ClassName,TYPE,PnPStringType
OpenFigure8Blind,ClassName,VALUE,Open Figure 8 Blind
OpenFigure8Blind,Description,TYPE,PnPStringType
OpenFigure8Blind,Description,VALUE,OPEN FIGURE 8 BLIND
OpenFigure8Blind,Size,PICKLISTTYPE,Regular
OpenFigure8Blind,Size,TYPE,PnPPickListType
OpenFigure8Blind,Spec,PICKLISTNAME,Pipe_Specs
OpenFigure8Blind,Spec,PICKLISTTYPE,Regular
OpenFigure8Blind,Spec,TYPE,PnPPickListType
OpenFigure8BlindWithFlanges,ClassName,ISREADONLY,true
OpenFigure8BlindWithFlanges,ClassName,TYPE,PnPStringType
OpenFigure8BlindWithFlanges,ClassName,VALUE,Open Figure 8 Blind With Flanges
OpenFigure8BlindWithFlanges,Description,TYPE,PnPStringType
OpenFigure8BlindWithFlanges,Description,VALUE,OPEN FIGURE 8 BLIND WITH FLANGES
OrificePlate,ClassName,ISREADONLY,true
OrificePlate,ClassName,TYPE,PnPStringType
OrificePlate,ClassName,VALUE,Orifice Plate
OrificePlate,Description,TYPE,PnPStringType
OrificePlate,Description,VALUE,ORIFICE PLATE
Plug,ClassName,ISREADONLY,true
Plug,ClassName,TYPE,PnPStringType
Plug,ClassName,VALUE,Plug
Plug,Description,TYPE,PnPStringType
Plug,Description,VALUE,PLUG
Plug,Size,PICKLISTTYPE,Regular
Plug,Size,TYPE,PnPPickListType
Plug,Spec,PICKLISTNAME,Pipe_Specs
Plug,Spec,PICKLISTTYPE,Regular
Plug,Spec,TYPE,PnPPickListType
SightGlass,ClassName,ISREADONLY,true
SightGlass,ClassName,TYPE,PnPStringType
SightGlass,ClassName,VALUE,Sight Glass
SightGlass,Description,TYPE,PnPStringType
SightGlass,Description,VALUE,SIGHT GLASS
Spacer,ClassName,ISREADONLY,true
Spacer,ClassName,TYPE,PnPStringType
Spacer,ClassName,VALUE,Spacer
Spacer,Description,TYPE,PnPStringType
Spacer,Description,VALUE,SPACER
Spacer,Size,PICKLISTTYPE,Regular
Spacer,Size,TYPE,PnPPickListType
Spacer,Spec,PICKLISTNAME,Pipe_Specs
Spacer,Spec,PICKLISTTYPE,Regular
Spacer,Spec,TYPE,PnPPickListType
SpacerWithFlanges,ClassName,ISREADONLY,true
SpacerWithFlanges,ClassName,TYPE,PnPStringType
SpacerWithFlanges,ClassName,VALUE,Spacer With Flanges
SpacerWithFlanges,Description,TYPE,PnPStringType
SpacerWithFlanges,Description,VALUE,SPACER WITH FLANGES
SpectacleBlind,ClassName,ISREADONLY,true
SpectacleBlind,ClassName,TYPE,PnPStringType
SpectacleBlind,ClassName,VALUE,Spectacle Blind
SpectacleBlind,Description,TYPE,PnPStringType
SpectacleBlind,Description,VALUE,SPECTACLE BLIND
Strainer,ClassName,ISREADONLY,true
Strainer,ClassName,TYPE,PnPStringType
Strainer,ClassName,VALUE,Strainer
Strainer,Description,TYPE,PnPStringType
Strainer,Description,VALUE,STRAINER
UndefinedInterlockLogic,ClassName,ISREADONLY,true
UndefinedInterlockLogic,ClassName,TYPE,PnPStringType
UndefinedInterlockLogic,ClassName,VALUE,Undefined Interlock Logic
UndefinedInterlockLogic,Description,TYPE,PnPStringType
UndefinedInterlockLogic,Description,VALUE,UNDEFINED INTERLOCK LOGIC
WeldedConnection,ClassName,ISREADONLY,true
WeldedConnection,ClassName,TYPE,PnPStringType
WeldedConnection,ClassName,VALUE,Welded Connection
WeldedConnection,Description,TYPE,PnPStringType
WeldedConnection,Description,VALUE,WELDED CONNECTION
WeldedConnection,Size,PICKLISTTYPE,Regular
WeldedConnection,Size,TYPE,PnPPickListType
WeldedConnection,Spec,PICKLISTNAME,Pipe_Specs
WeldedConnection,Spec,PICKLISTTYPE,Regular
WeldedConnection,Spec,TYPE,PnPPickListType
CouplingContinuouslyVariable,Description,VALUE,PIPING FITTINGS
HydraulicCoupling,Description,VALUE,PIPING FITTINGS
ElectromagneticCoupling,Description,VALUE,PIPING FITTINGS
GearGeneral,Description,VALUE,PIPING FITTINGS
PumpElectricMotorDriveGearboxTurboCoupling,Description,VALUE,PIPING FITTINGS
PumpElectricMotorDriveSpeedControlCouplingBoosterPump,Description,VALUE,PIPING FITTINGS
BurstingDiscBurstingDiagphragm,Description,VALUE,PIPING FITTINGS
SteamTrapA,Description,VALUE,PIPING FITTINGS
PipingSpecialtyItems,ClassName,ISREADONLY,true
PipingSpecialtyItems,ClassName,TYPE,PnPStringType
PipingSpecialtyItems,ClassName,VALUE,Piping Specialty Items
PipingSpecialtyItems,Description,TYPE,PnPStringType
PipingSpecialtyItems,Description,VALUE,PIPING SPECIALTY ITEMS
PipingSpecialtyItems,Size,DESCRIPTION,System property which can not be removed
PipingSpecialtyItems,Size,ISREMOVABLE,false
PipingSpecialtyItems,Size,PICKLISTTYPE,Regular
PipingSpecialtyItems,Size,TYPE,PnPPickListType
PipingSpecialtyItems,Spec,DESCRIPTION,System property which can not be removed
PipingSpecialtyItems,Spec,ISREMOVABLE,false
PipingSpecialtyItems,Spec,PICKLISTNAME,Pipe_Specs
PipingSpecialtyItems,Spec,PICKLISTTYPE,Regular
PipingSpecialtyItems,Spec,TYPE,PnPPickListType
PipingSpecialtyItems,Tag,DESCRIPTION,System property which cannot be removed
PipingSpecialtyItems,Tag,DISPLAYNAME,Tag
PipingSpecialtyItems,Tag,ISHIDDEN,false
PipingSpecialtyItems,Tag,ISREADONLY,false
PipingSpecialtyItems,Tag,ISREMOVABLE,false
PipingSpecialtyItems,Tag,TYPE,PnPStringType
PipingSpecialtyItems,Type,DESCRIPTION, 
PipingSpecialtyItems,Type,DISPLAYNAME,Type
PipingSpecialtyItems,Type,ISHIDDEN,false
PipingSpecialtyItems,Type,ISREADONLY,false
PipingSpecialtyItems,Type,ISREMOVABLE,true
PipingSpecialtyItems,Type,TYPE,PnPStringType
PipingSpecialtyItems,Number,DESCRIPTION, 
PipingSpecialtyItems,Number,DISPLAYNAME,Number
PipingSpecialtyItems,Number,ISHIDDEN,false
PipingSpecialtyItems,Number,ISREADONLY,false
PipingSpecialtyItems,Number,ISREMOVABLE,true
PipingSpecialtyItems,Number,TYPE,PnPStringType
BasketStrainer,ClassName,ISREADONLY,true
BasketStrainer,ClassName,TYPE,PnPStringType
BasketStrainer,ClassName,VALUE,Basket Strainer
BasketStrainer,Description,TYPE,PnPStringType
BasketStrainer,Description,VALUE,BASKET STRAINER
BasketStrainer,Size,PICKLISTTYPE,Regular
BasketStrainer,Size,TYPE,PnPPickListType
BasketStrainer,Spec,PICKLISTNAME,Pipe_Specs
BasketStrainer,Spec,PICKLISTTYPE,Regular
BasketStrainer,Spec,TYPE,PnPPickListType
Breather,ClassName,ISREADONLY,true
Breather,ClassName,TYPE,PnPStringType
Breather,ClassName,VALUE,Breather
Breather,Description,TYPE,PnPStringType
Breather,Description,VALUE,BREATHER
Breather,Size,PICKLISTTYPE,Regular
Breather,Size,TYPE,PnPPickListType
Breather,Spec,PICKLISTNAME,Pipe_Specs
Breather,Spec,PICKLISTTYPE,Regular
Breather,Spec,TYPE,PnPPickListType
Compensator,ClassName,ISREADONLY,true
Compensator,ClassName,TYPE,PnPStringType
Compensator,ClassName,VALUE,Compensator
Compensator,Description,TYPE,PnPStringType
Compensator,Description,VALUE,COMPENSATOR
ConeStrainer,ClassName,ISREADONLY,true
ConeStrainer,ClassName,TYPE,PnPStringType
ConeStrainer,ClassName,VALUE,Cone Strainer
ConeStrainer,Description,TYPE,PnPStringType
ConeStrainer,Description,VALUE,CONE STRAINER
ConeStrainer,Size,PICKLISTTYPE,Regular
ConeStrainer,Size,TYPE,PnPPickListType
ConeStrainer,Spec,PICKLISTNAME,Pipe_Specs
ConeStrainer,Spec,PICKLISTTYPE,Regular
ConeStrainer,Spec,TYPE,PnPPickListType
Damper,ClassName,ISREADONLY,true
Damper,ClassName,TYPE,PnPStringType
Damper,ClassName,VALUE,Damper
Damper,Description,TYPE,PnPStringType
Damper,Description,VALUE,DAMPER
Damper,Size,PICKLISTTYPE,Regular
Damper,Size,TYPE,PnPPickListType
Damper,Spec,PICKLISTNAME,Pipe_Specs
Damper,Spec,PICKLISTTYPE,Regular
Damper,Spec,TYPE,PnPPickListType
Desuperheater,ClassName,ISREADONLY,true
Desuperheater,ClassName,TYPE,PnPStringType
Desuperheater,ClassName,VALUE,Desuperheater
Desuperheater,Description,TYPE,PnPStringType
Desuperheater,Description,VALUE,DESUPERHEATER
Desuperheater,Size,PICKLISTTYPE,Regular
Desuperheater,Size,TYPE,PnPPickListType
Desuperheater,Spec,PICKLISTNAME,Pipe_Specs
Desuperheater,Spec,PICKLISTTYPE,Regular
Desuperheater,Spec,TYPE,PnPPickListType
DetonationArrestor,ClassName,ISREADONLY,true
DetonationArrestor,ClassName,TYPE,PnPStringType
DetonationArrestor,ClassName,VALUE,Detonation Arrestor
DetonationArrestor,Description,TYPE,PnPStringType
DetonationArrestor,Description,VALUE,DETONATION ARRESTOR
DetonationArrestor,Size,PICKLISTTYPE,Regular
DetonationArrestor,Size,TYPE,PnPPickListType
DetonationArrestor,Spec,PICKLISTNAME,Pipe_Specs
DetonationArrestor,Spec,PICKLISTTYPE,Regular
DetonationArrestor,Spec,TYPE,PnPPickListType
DetonationProofFlameArrestor,ClassName,ISREADONLY,true
DetonationProofFlameArrestor,ClassName,TYPE,PnPStringType
DetonationProofFlameArrestor,ClassName,VALUE,Detonation Proof Flame Arrestor
DetonationProofFlameArrestor,Description,TYPE,PnPStringType
DetonationProofFlameArrestor,Description,VALUE,DETONATION PROOF FLAME ARRESTOR
DuplexStrainer,ClassName,ISREADONLY,true
DuplexStrainer,ClassName,TYPE,PnPStringType
DuplexStrainer,ClassName,VALUE,Duplex Strainer
DuplexStrainer,Description,TYPE,PnPStringType
DuplexStrainer,Description,VALUE,DUPLEX STRAINER
DuplexStrainer,Size,PICKLISTTYPE,Regular
DuplexStrainer,Size,TYPE,PnPPickListType
DuplexStrainer,Spec,PICKLISTNAME,Pipe_Specs
DuplexStrainer,Spec,PICKLISTTYPE,Regular
DuplexStrainer,Spec,TYPE,PnPPickListType
EjectorOrEductor,ClassName,ISREADONLY,true
EjectorOrEductor,ClassName,TYPE,PnPStringType
EjectorOrEductor,ClassName,VALUE,Ejector / Eductor
EjectorOrEductor,Description,TYPE,PnPStringType
EjectorOrEductor,Description,VALUE,EJECTOR / EDUCTOR
EjectorOrEductor,Size,PICKLISTTYPE,Regular
EjectorOrEductor,Size,TYPE,PnPPickListType
EjectorOrEductor,Spec,PICKLISTNAME,Pipe_Specs
EjectorOrEductor,Spec,PICKLISTTYPE,Regular
EjectorOrEductor,Spec,TYPE,PnPPickListType
ExhaustHead,ClassName,ISREADONLY,true
ExhaustHead,ClassName,TYPE,PnPStringType
ExhaustHead,ClassName,VALUE,Exhaust Head
ExhaustHead,Description,TYPE,PnPStringType
