TableName,PropertyName,PropertyType,IsObjectId,IsCounter,IsSystem,IsUnique,CheckConstraint,DefaultValue,Length,IsExpression,Expression
CoolingSection,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
CoolingTrapGeneral,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SoundAbsorberGeneral,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
DetonationSafeguardPipelines,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
FlashbackArrester,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
VapourTrapGeneral,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipingFittings,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Blank,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
BlankWithFlanges,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
BlindDisk,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
BlindFlange,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Cap,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ChemicalSeal,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ClosedFigure8Blind,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ClosedFigure8BlindWithFlanges,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Coupling,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Flange,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
HoseConnection,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
MixingNozzleInjector,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
OpenFigure8Blind,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
OpenFigure8BlindWithFlanges,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
OrificePlate,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Plug,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SightGlass,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Spacer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SpacerWithFlanges,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SpectacleBlind,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Strainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
UndefinedInterlockLogic,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
WeldedConnection,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
CouplingContinuouslyVariable,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
HydraulicCoupling,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ElectromagneticCoupling,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
GearGeneral,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PumpElectricMotorDriveGearboxTurboCoupling,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PumpElectricMotorDriveSpeedControlCouplingBoosterPump,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
BurstingDiscBurstingDiagphragm,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SteamTrapA,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipingSpecialtyItems,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipingSpecialtyItems,Tag,System.String,FALSE,FALSE,FALSE,FALSE,,,255,FALSE,
PipingSpecialtyItems,Type,System.String,FALSE,FALSE,FALSE,FALSE,,,255,FALSE,
PipingSpecialtyItems,Number,System.String,FALSE,FALSE,FALSE,FALSE,,,255,FALSE,
BasketStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Breather,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Compensator,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ConeStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Damper,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Desuperheater,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
DetonationArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
DetonationProofFlameArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
DuplexStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
EjectorOrEductor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ExhaustHead,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ExpansionJoint,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
ExplosionProofFlameArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
FilterPipe,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
